sample_index,relative_path,body_name,x_start,x_end,y_start,y_end,z_start,z_end,width_x,width_y,thickness_z,top_depth_index,bottom_depth_index,center_x_index,center_y_index,center_z_index,density_contrast,nonzero_density_cells,gravity_minimum_mgal,gravity_maximum_mgal,gravity_mean_mgal,gravity_std_mgal
856,samples/sample_000856.npz,rectangular_body_000856,2,16,40,54,14,20,14,14,6,14,20,9.0,47.0,17.0,0.9639892290892973,1176,3.6476979313410064e-05,0.1890667028942944,0.010101666984094976,0.031882444281325834
850,samples/sample_000850.npz,rectangular_body_000850,40,45,42,48,3,6,5,6,3,3,6,42.5,45.0,4.5,0.7408868250907474,90,9.734321406388833e-07,0.10448186983752618,0.0007102111650832414,0.005704996096842583
469,samples/sample_000469.npz,rectangular_body_000469,23,35,25,39,14,22,12,14,8,14,22,29.0,32.0,18.0,0.3256019665527752,1344,5.438932566972977e-05,0.08180310163972877,0.004194560527724594,0.012695833247404335
726,samples/sample_000726.npz,rectangular_body_000726,30,42,41,46,11,18,12,5,7,11,18,36.0,43.5,14.5,0.7374766686711276,420,1.7993478093632983e-05,0.1362570266876144,0.002986338422298521,0.012929329637489696
677,samples/sample_000677.npz,rectangular_body_000677,36,50,8,20,16,18,14,12,2,16,18,43.0,14.0,17.0,0.23668703147470993,336,3.3878629483173316e-06,0.015111891019748257,0.0007445096930556163,0.0023548223418099817
622,samples/sample_000622.npz,rectangular_body_000622,17,27,36,48,15,20,10,12,5,15,20,22.0,42.0,17.5,0.7808863344386516,600,2.8158246997622683e-05,0.11670556580370542,0.004459419953526342,0.015344215873835864
91,samples/sample_000091.npz,rectangular_body_000091,32,38,44,58,15,20,6,14,5,15,20,35.0,51.0,17.5,0.314051292974615,420,7.027454081936358e-06,0.04082950522308238,0.0012314006274891066,0.00464616044946978
78,samples/sample_000078.npz,rectangular_body_000078,24,35,38,48,8,11,11,10,3,8,11,29.5,43.0,9.5,0.3314512381757112,330,4.584453259004665e-06,0.034976494187684254,0.0010748867676666593,0.0044490057673823875
523,samples/sample_000523.npz,rectangular_body_000523,13,17,26,35,2,5,4,9,3,2,5,15.0,30.5,3.5,0.3735156890767337,108,5.34707855358924e-07,0.07018390515638373,0.0004632500249625942,0.0037576121666009696
243,samples/sample_000243.npz,rectangular_body_000243,38,49,31,44,3,8,11,13,5,3,8,43.5,37.5,5.5,0.560567956533323,715,8.929949289135211e-06,0.1290175799538847,0.004166740231748562,0.017278152543231593
102,samples/sample_000102.npz,rectangular_body_000102,40,50,13,24,6,11,10,11,5,6,11,45.0,18.5,8.5,0.5703672773877432,550,7.50421493721788e-06,0.10396551839215604,0.0030836556828314687,0.013167920372859479
396,samples/sample_000396.npz,rectangular_body_000396,8,23,37,48,5,12,15,11,7,5,12,15.5,42.5,8.5,0.6643696271346302,1155,1.805423880137508e-05,0.17654828586583093,0.007538403538646727,0.02751564140471321
125,samples/sample_000125.npz,rectangular_body_000125,9,15,14,30,15,21,6,16,6,15,21,12.0,22.0,18.0,0.43709402633248157,576,1.082192232333837e-05,0.06807329209465246,0.0023357501836718452,0.00833927458104056
90,samples/sample_000090.npz,rectangular_body_000090,31,35,42,47,13,15,4,5,2,13,15,33.0,44.5,14.0,0.3374063972261927,40,7.987900705922989e-07,0.013839344065984697,0.00013029701229318554,0.0007655189499681034
145,samples/sample_000145.npz,rectangular_body_000145,24,34,5,20,12,20,10,15,8,12,20,29.0,12.5,16.0,0.9181605701253936,1200,5.29311905218799e-05,0.23266402480451784,0.010312478552172755,0.03443658733141604
945,samples/sample_000945.npz,rectangular_body_000945,16,21,17,21,7,15,5,4,8,7,15,18.5,19.0,11.0,0.8919004693052588,160,4.323862496799671e-06,0.1744253473533052,0.0013854496715950783,0.009221943672591049
445,samples/sample_000445.npz,rectangular_body_000445,12,16,43,50,8,14,4,7,6,8,14,14.0,46.5,11.0,0.7246848909783559,168,3.0324504072639418e-06,0.11221374479859764,0.0011708810793752567,0.007137104440806276
7,samples/sample_000007.npz,rectangular_body_000007,45,59,37,51,15,20,14,14,5,15,20,52.0,44.0,17.5,0.9073043414323758,980,3.538065732823353e-05,0.14714016426599053,0.008195284613100132,0.02475419608176329
273,samples/sample_000273.npz,rectangular_body_000273,35,48,15,23,3,5,13,8,2,3,5,41.5,19.0,4.0,0.6010788186192544,208,1.7128034258044301e-06,0.0647565841605368,0.0013596137545063855,0.006793120700390092
237,samples/sample_000237.npz,rectangular_body_000237,18,32,48,58,11,14,14,10,3,11,14,25.0,53.0,12.5,0.24987819290877306,420,3.3322391729186143e-06,0.02517124297398715,0.0009942339610931115,0.003623296404207104
742,samples/sample_000742.npz,rectangular_body_000742,7,20,18,25,9,11,13,7,2,9,11,13.5,21.5,10.0,0.47952902908173095,182,2.2187387078084425e-06,0.0320065675964366,0.0008428184486036533,0.003692175095536693
527,samples/sample_000527.npz,rectangular_body_000527,47,62,20,36,11,14,15,16,3,11,14,54.5,28.0,12.5,0.7190546973564536,720,1.697538317185596e-05,0.07700365846230817,0.004804324442737212,0.014595028123616719
520,samples/sample_000520.npz,rectangular_body_000520,10,26,25,38,16,19,16,13,3,16,19,18.0,31.5,17.5,0.3056079098195601,624,1.367342493816343e-05,0.029926171243870994,0.0018093579605672474,0.005169623114562928
474,samples/sample_000474.npz,rectangular_body_000474,47,62,34,40,10,17,15,6,7,10,17,54.5,37.0,13.5,0.9103422504531367,630,1.9650995716372184e-05,0.18651270937140607,0.005292894264116828,0.021773245460969797
141,samples/sample_000141.npz,rectangular_body_000141,8,13,31,39,6,13,5,8,7,6,13,10.5,35.0,9.5,0.6920079636727972,280,5.122507826228092e-06,0.14893741792006066,0.0018734263644843905,0.011010634584399421
17,samples/sample_000017.npz,rectangular_body_000017,50,57,15,25,6,13,7,10,7,6,13,53.5,20.0,9.5,0.455060168177182,490,4.636434870010271e-06,0.10703143007777947,0.002146566785013344,0.010653531419180065
684,samples/sample_000684.npz,rectangular_body_000684,48,53,42,52,9,13,5,10,4,9,13,50.5,47.0,11.0,0.23200087146750842,200,1.1226680625562836e-06,0.027166133590026984,0.0004450266797636806,0.0022992833042506534
612,samples/sample_000612.npz,rectangular_body_000612,33,48,43,56,2,8,15,13,6,2,8,40.5,49.5,5.0,0.9286193600795973,1170,1.6029958626806542e-05,0.2991799262306712,0.011649174843010876,0.0435658600998797
490,samples/sample_000490.npz,rectangular_body_000490,33,45,52,60,7,12,12,8,5,7,12,39.0,56.0,9.5,0.993257167571491,480,1.0383224576524378e-05,0.17127858230705995,0.0045218813809001415,0.02031606990171109
321,samples/sample_000321.npz,rectangular_body_000321,31,43,43,54,10,18,12,11,8,10,18,37.0,48.5,14.0,0.9891184220909932,1056,4.663877324680836e-05,0.258499775119737,0.009995432404917173,0.03582748827149398
99,samples/sample_000099.npz,rectangular_body_000099,8,12,13,17,8,11,4,4,3,8,11,10.0,15.0,9.5,0.8294001997182849,48,7.057543320736025e-07,0.06113445104530974,0.00038029430527009034,0.002884355075453291
37,samples/sample_000037.npz,rectangular_body_000037,31,39,25,33,16,19,8,8,3,16,19,35.0,29.0,17.5,0.7490368234415601,192,1.4984720938231913e-05,0.05856187676094836,0.0013810828169395608,0.005650996743672181
902,samples/sample_000902.npz,rectangular_body_000902,4,15,48,61,12,14,11,13,2,12,14,9.5,54.5,13.0,0.2392892315964706,286,1.3959614198355865e-06,0.01606728738569473,0.0006155891295460152,0.0023322332555215535
264,samples/sample_000264.npz,rectangular_body_000264,22,34,23,37,2,7,12,14,5,2,7,28.0,30.0,4.5,0.5834445476172143,840,1.4435410464864351e-05,0.16463429857272527,0.005383690996858144,0.02167819225505721
608,samples/sample_000608.npz,rectangular_body_000608,18,32,46,59,2,7,14,13,5,2,7,25.0,52.5,4.5,0.6054941159424501,910,6.892445768492605e-06,0.1712771412610053,0.005973194385005225,0.023531349655521738
79,samples/sample_000079.npz,rectangular_body_000079,6,14,2,6,3,6,8,4,3,3,6,10.0,4.0,4.5,0.9637463281967422,96,6.034797424087279e-07,0.13385983378267619,0.0009254601420924613,0.007619384499610771
122,samples/sample_000122.npz,rectangular_body_000122,45,51,31,44,14,22,6,13,8,14,22,48.0,37.5,18.0,0.9981855270204449,624,3.5430646911457865e-05,0.20362263288230675,0.005882380820949233,0.022275668231324038
471,samples/sample_000471.npz,rectangular_body_000471,39,47,32,48,5,8,8,16,3,5,8,43.0,40.0,6.5,0.6847876333625573,384,6.388607873970881e-06,0.08122425810549767,0.0026456963719719163,0.010950848989813949
548,samples/sample_000548.npz,rectangular_body_000548,45,50,3,11,9,14,5,8,5,9,14,47.5,7.0,11.5,0.20031821571278732,200,8.10264619389585e-07,0.02807283237187177,0.0003680355905812991,0.002108433857924819
261,samples/sample_000261.npz,rectangular_body_000261,7,15,17,30,14,19,8,13,5,14,19,11.0,23.5,16.5,0.5767499382975229,520,1.1910247466872174e-05,0.08433510973203995,0.0027887560669844916,0.010410784570646668
359,samples/sample_000359.npz,rectangular_body_000359,31,37,19,24,14,21,6,5,7,14,21,34.0,21.5,17.5,0.8424756691068065,210,1.3723556486773028e-05,0.12141228027200823,0.001691982065330857,0.008252758550286753
640,samples/sample_000640.npz,rectangular_body_000640,15,27,10,24,6,10,12,14,4,6,10,21.0,17.0,8.0,0.8922297771099654,672,1.3820721620792153e-05,0.13602083105977947,0.005906968318162269,0.021562284560531962
362,samples/sample_000362.npz,rectangular_body_000362,13,21,37,52,5,12,8,15,7,5,12,17.0,44.5,8.5,0.49735349311795063,840,9.676128656676443e-06,0.1273300602396597,0.0041116886450989956,0.016813055066576432
987,samples/sample_000987.npz,rectangular_body_000987,25,29,30,41,14,19,4,11,5,14,19,27.0,35.5,16.5,0.41387426790984166,220,8.044495415895178e-06,0.04448354581833085,0.0008763804959728977,0.003825947562177049
11,samples/sample_000011.npz,rectangular_body_000011,55,60,9,21,7,15,5,12,8,7,15,57.5,15.0,11.0,0.8188030068467509,480,7.2211924487408634e-06,0.19584579116048334,0.0036152084562926625,0.01829392815027788
779,samples/sample_000779.npz,rectangular_body_000779,6,22,34,48,13,20,16,14,7,13,20,14.0,41.0,16.5,0.42504932626724656,1568,2.9494187312744247e-05,0.09957755214930074,0.006245688751739853,0.017951109341185507
915,samples/sample_000915.npz,rectangular_body_000915,6,19,9,21,15,21,13,12,6,15,21,12.5,15.0,18.0,0.5256862449745667,936,1.7607745156049002e-05,0.0980853985015022,0.00449902480338535,0.014704572978750996
522,samples/sample_000522.npz,rectangular_body_000522,40,54,46,55,16,24,14,9,8,16,24,47.0,50.5,20.0,0.700062267631653,1008,3.058860200264487e-05,0.15892704131781538,0.006469507998321307,0.021496363976943232
628,samples/sample_000628.npz,rectangular_body_000628,10,15,25,36,2,9,5,11,7,2,9,12.5,30.5,5.5,0.7641038552117401,385,5.27225540088144e-06,0.255957616365937,0.0031134146437315022,0.01911117151384169
84,samples/sample_000084.npz,rectangular_body_000084,44,53,43,51,13,15,9,8,2,13,15,48.5,47.0,14.0,0.6772901445738391,144,3.177205817790109e-06,0.04001186522018615,0.0009260593424486379,0.0040626903683876545
532,samples/sample_000532.npz,rectangular_body_000532,12,19,22,38,10,16,7,16,6,10,16,15.5,30.0,13.0,0.3273979011607977,672,9.969575688913423e-06,0.061463987439598806,0.0021165712379566607,0.007920467763192036
977,samples/sample_000977.npz,rectangular_body_000977,3,15,37,53,3,6,12,16,3,3,6,9.0,45.0,4.5,0.813360580789096,576,4.547843025700651e-06,0.12461220452841751,0.004889156104426511,0.01873746755331435
896,samples/sample_000896.npz,rectangular_body_000896,13,24,8,16,15,21,11,8,6,15,21,18.5,12.0,18.0,0.42852718082060753,528,8.778342799110864e-06,0.07094225129990227,0.0020893609843252283,0.008033332554734264
366,samples/sample_000366.npz,rectangular_body_000366,23,38,54,60,5,12,15,6,7,5,12,30.5,57.0,8.5,0.8759416352854703,630,1.1875729096467364e-05,0.2135923230247207,0.005268674401342941,0.024336795418286514
411,samples/sample_000411.npz,rectangular_body_000411,25,37,4,8,2,6,12,4,4,2,6,31.0,6.0,4.0,0.37354739383965285,192,7.485751578545105e-07,0.08471353502942242,0.0007820071109455113,0.0054957949606319716
496,samples/sample_000496.npz,rectangular_body_000496,10,23,24,29,6,9,13,5,3,6,9,16.5,26.5,7.5,0.27945419759864243,195,1.376043643848645e-06,0.028997010959851074,0.0005399171881678266,0.002764688930063815
36,samples/sample_000036.npz,rectangular_body_000036,43,59,39,50,10,15,16,11,5,10,15,51.0,44.5,12.5,0.3513652492027719,880,9.071456829056142e-06,0.06056837312706454,0.0029304675471802026,0.009798698444125375
107,samples/sample_000107.npz,rectangular_body_000107,51,58,47,61,13,16,7,14,3,13,16,54.5,54.0,14.5,0.2618071885553499,294,1.7660079548096241e-06,0.023453949088722517,0.0006896497108030992,0.002821667408661054
700,samples/sample_000700.npz,rectangular_body_000700,9,23,44,52,16,18,14,8,2,16,18,16.0,48.0,17.0,0.22939794559676746,224,1.9980479053222823e-06,0.013358386190682895,0.00048027543980229425,0.0017156707492327972
974,samples/sample_000974.npz,rectangular_body_000974,35,39,18,32,16,20,4,14,4,16,20,37.0,25.0,18.0,0.5005034222154676,224,9.387113715176737e-06,0.041591652171391456,0.0010719157479990471,0.004144929524262509
57,samples/sample_000057.npz,rectangular_body_000057,24,36,5,12,13,16,12,7,3,13,16,30.0,8.5,14.5,0.5594899990243611,252,5.305709949102925e-06,0.04940066348537969,0.0013044027644642704,0.005464496687306593
511,samples/sample_000511.npz,rectangular_body_000511,21,25,37,41,16,22,4,4,6,16,22,23.0,39.0,19.0,0.9959708295933525,96,7.126805045773271e-06,0.08368412706461265,0.0009096859534276484,0.004690395504633076
39,samples/sample_000039.npz,rectangular_body_000039,38,42,26,34,6,10,4,8,4,6,10,40.0,30.0,8.0,0.6625174941681033,128,3.4748055336409674e-06,0.08144652932330199,0.0008432249914512273,0.005394166928295585
332,samples/sample_000332.npz,rectangular_body_000332,10,14,13,21,7,11,4,8,4,7,11,12.0,17.0,9.0,0.42347174857659864,128,1.0306513773643591e-06,0.04895730650529076,0.0005244438292841963,0.0032940809863040016
956,samples/sample_000956.npz,rectangular_body_000956,38,47,27,39,3,7,9,12,4,3,7,42.5,33.0,5.0,0.8979767628774495,432,9.626738084459235e-06,0.17035637504365608,0.004082006993111188,0.01930238282406358
542,samples/sample_000542.npz,rectangular_body_000542,22,33,20,31,9,11,11,11,2,9,11,27.5,25.5,10.0,0.7388505428755143,242,8.872516430656005e-06,0.05185670011704902,0.0017564745702728386,0.00692716951143591
168,samples/sample_000168.npz,rectangular_body_000168,24,34,35,46,16,21,10,11,5,16,21,29.0,40.5,18.5,0.35402484683168595,550,1.6965629763079695e-05,0.051133723059596445,0.001857908201161235,0.006417700213223933
138,samples/sample_000138.npz,rectangular_body_000138,24,36,23,34,5,9,12,11,4,5,9,30.0,28.5,7.0,0.3395653771192027,528,8.053776733508325e-06,0.053382280021362284,0.0018020354749792335,0.007353766246647151
48,samples/sample_000048.npz,rectangular_body_000048,38,50,14,18,8,11,12,4,3,8,11,44.0,16.0,9.5,0.33976363172654256,144,1.228551189358055e-06,0.029437213895642973,0.0004765677016957676,0.002499420032172057
346,samples/sample_000346.npz,rectangular_body_000346,37,43,13,22,11,14,6,9,3,11,14,40.0,17.5,12.5,0.3052611858997152,162,1.9348702474713743e-06,0.026310411053079713,0.00047753673866524093,0.002319022933537528
20,samples/sample_000020.npz,rectangular_body_000020,25,38,19,27,6,11,13,8,5,6,11,31.5,23.0,8.5,0.527739747723183,520,1.2136566325434092e-05,0.09473117243173465,0.002719247280196449,0.011661916087561163
680,samples/sample_000680.npz,rectangular_body_000680,45,55,28,36,9,15,10,8,6,9,15,50.0,32.0,12.0,0.3065040468621786,480,6.13121032500782e-06,0.058142250907605136,0.0014158889642797187,0.0062522301617197506
340,samples/sample_000340.npz,rectangular_body_000340,39,55,52,62,12,15,16,10,3,12,15,47.0,57.0,13.5,0.5620909171750054,480,6.495903369599919e-06,0.05614581011609078,0.002419405379092942,0.008653816151311373
926,samples/sample_000926.npz,rectangular_body_000926,13,27,4,15,9,13,14,11,4,9,13,20.0,9.5,11.0,0.5054183348891013,616,7.2414829105646865e-06,0.07093707883065958,0.0029339611079045613,0.010759969670145085
485,samples/sample_000485.npz,rectangular_body_000485,38,54,42,58,10,14,16,16,4,10,14,46.0,50.0,12.0,0.957242072042549,1024,2.7461969688206956e-05,0.13838613287196783,0.009323235607623404,0.027146907568915506
689,samples/sample_000689.npz,rectangular_body_000689,6,11,53,61,15,18,5,8,3,15,18,8.5,57.0,16.5,0.5230594024161972,120,1.454680457029041e-06,0.03630842581281253,0.0005385349616191613,0.0028148535376477544
170,samples/sample_000170.npz,rectangular_body_000170,56,61,7,17,15,19,5,10,4,15,19,58.5,12.0,17.0,0.8953011708452796,200,4.4905837702247865e-06,0.08481306918764259,0.0015248578692596262,0.007407579923047917
859,samples/sample_000859.npz,rectangular_body_000859,44,57,56,61,11,18,13,5,7,11,18,50.5,58.5,14.5,0.6925826987346471,455,7.052061884944865e-06,0.1289113037655994,0.0027535160014090327,0.012793018361193155
159,samples/sample_000159.npz,rectangular_body_000159,41,57,38,43,8,14,16,5,6,8,14,49.0,40.5,11.0,0.32050570099526765,480,4.826556298455637e-06,0.0580608558725525,0.0014846204817013176,0.006349629102545115
319,samples/sample_000319.npz,rectangular_body_000319,53,57,40,46,14,21,4,6,7,14,21,55.0,43.0,17.5,0.514789448191705,168,3.1472272511563343e-06,0.06541801519958537,0.0007899188245621552,0.0041797653917867725
223,samples/sample_000223.npz,rectangular_body_000223,48,56,43,54,10,13,8,11,3,10,13,52.0,48.5,11.5,0.2458987870638194,264,1.4985041109437933e-06,0.023866847578626168,0.0006160678763765137,0.002701073259714297
463,samples/sample_000463.npz,rectangular_body_000463,37,50,27,40,16,19,13,13,3,16,19,43.5,33.5,17.5,0.8911703468401846,507,3.475752033460727e-05,0.08502924287748272,0.004309599140010087,0.013215763425775039
610,samples/sample_000610.npz,rectangular_body_000610,43,58,38,43,12,20,15,5,8,12,20,50.5,40.5,16.0,0.35138754619669377,600,8.959322220122238e-06,0.07203039240217181,0.0019798839024214674,0.007781012405111527
862,samples/sample_000862.npz,rectangular_body_000862,18,24,11,27,5,8,6,16,3,5,8,21.0,19.0,6.5,0.4634578840201816,288,2.7149989484838005e-06,0.05299759268628253,0.0013390407673115978,0.006132407864298612
370,samples/sample_000370.npz,rectangular_body_000370,2,12,22,36,4,11,10,14,7,4,11,7.0,29.0,7.5,0.38988554942310377,980,7.0929130993232766e-06,0.10774783738180296,0.0036714262869027552,0.015174506928301688
892,samples/sample_000892.npz,rectangular_body_000892,18,27,32,38,14,18,9,6,4,14,18,22.5,35.0,16.0,0.9433901782515008,216,1.4677676064250416e-05,0.09686499944310704,0.0019591343975347,0.008636096401045365
762,samples/sample_000762.npz,rectangular_body_000762,48,56,48,54,14,19,8,6,5,14,19,52.0,51.0,16.5,0.5363143664405516,240,3.900037395324237e-06,0.06595204986417333,0.0011833822817735968,0.0055751666934013705
134,samples/sample_000134.npz,rectangular_body_000134,15,30,45,57,15,21,15,12,6,15,21,22.5,51.0,18.0,0.2745972080013429,1080,1.3483121216318995e-05,0.052222069188937126,0.0027560781656549614,0.008408538742981746
211,samples/sample_000211.npz,rectangular_body_000211,35,43,16,26,10,12,8,10,2,10,12,39.0,21.0,11.0,0.39337745647565997,160,2.5833434477250226e-06,0.025493336122845437,0.0006138626049737777,0.0027425868803917235
216,samples/sample_000216.npz,rectangular_body_000216,19,29,39,50,16,23,10,11,7,16,23,24.0,44.5,19.5,0.36213539605576045,770,1.817944737912673e-05,0.07169933718387875,0.002631862992904585,0.009006938308022218
873,samples/sample_000873.npz,rectangular_body_000873,18,33,20,34,13,19,15,14,6,13,19,25.5,27.0,16.0,0.4827610411692571,1260,4.7048739146218536e-05,0.09700964094075071,0.0058502370274918,0.01690452139528492
661,samples/sample_000661.npz,rectangular_body_000661,9,25,30,41,11,15,16,11,4,11,15,17.0,35.5,13.0,0.7233990512589537,704,2.381941285045321e-05,0.09887436745964695,0.00490147205320825,0.015947989625131224
581,samples/sample_000581.npz,rectangular_body_000581,31,45,46,54,12,17,14,8,5,12,17,38.0,50.0,14.5,0.5126756274343216,560,1.2099800625696093e-05,0.07897093419476345,0.0027316456399941983,0.010142190029841472
553,samples/sample_000553.npz,rectangular_body_000553,26,40,49,53,6,9,14,4,3,6,9,33.0,51.0,7.5,0.21099612919691194,168,8.769227261587289e-07,0.020553318422869442,0.0003498486997787234,0.0018447332397440147
819,samples/sample_000819.npz,rectangular_body_000819,32,39,28,35,7,14,7,7,7,7,14,35.5,31.5,10.5,0.6556601256157557,343,1.558195325035123e-05,0.14226108857373326,0.002211311184928932,0.011697750197724751
645,samples/sample_000645.npz,rectangular_body_000645,28,41,31,45,10,15,13,14,5,10,15,34.5,38.0,12.5,0.31386083374228946,910,1.96086922857124e-05,0.05462515033806641,0.0027815733032765856,0.008964080629920098
276,samples/sample_000276.npz,rectangular_body_000276,31,44,8,21,3,6,13,13,3,3,6,37.5,14.5,4.5,0.48743549353489446,507,3.621071031221375e-06,0.07452813010448062,0.002622734067213508,0.01047757066247852
839,samples/sample_000839.npz,rectangular_body_000839,19,32,18,33,16,23,13,15,7,16,23,25.5,25.5,19.5,0.2603060565117746,1365,3.1278583864578465e-05,0.05728106267293154,0.0033766418133271336,0.009520235607891248
422,samples/sample_000422.npz,rectangular_body_000422,10,16,31,41,2,6,6,10,4,2,6,13.0,36.0,4.0,0.42342203819465435,240,1.3028930897920104e-06,0.09894276189203206,0.0011312198629413591,0.007276444384953292
516,samples/sample_000516.npz,rectangular_body_000516,34,49,13,20,12,14,15,7,2,12,14,41.5,16.5,13.0,0.9073154556809881,210,7.146133314829139e-06,0.05650742911965702,0.0018306934518262053,0.007032506466759419
894,samples/sample_000894.npz,rectangular_body_000894,21,34,2,17,13,15,13,15,2,13,15,27.5,9.5,14.0,0.7883134562367515,390,1.1081001843964307e-05,0.05393575467560424,0.002827509587378068,0.009137630874323885
784,samples/sample_000784.npz,rectangular_body_000784,30,44,4,19,8,12,14,15,4,8,12,37.0,11.5,10.0,0.39941817118454487,840,9.349835989896608e-06,0.058778180214685144,0.0032158064626474315,0.010492847719779097
189,samples/sample_000189.npz,rectangular_body_000189,30,35,6,18,5,8,5,12,3,5,8,32.5,12.0,6.5,0.30328619452394945,180,1.1582546374892762e-06,0.033604638951977975,0.0005433438568826344,0.0030052073230236666
888,samples/sample_000888.npz,rectangular_body_000888,38,54,48,62,3,11,16,14,8,3,11,46.0,55.0,7.0,0.36584377232758636,1792,9.313541606256756e-06,0.12644309992210453,0.006443929622972055,0.022063462694076198
973,samples/sample_000973.npz,rectangular_body_000973,56,61,37,51,10,14,5,14,4,10,14,58.5,44.0,12.0,0.8402518377497079,280,5.170568669312299e-06,0.09726047207240833,0.0021224374417275595,0.009949833873468154
336,samples/sample_000336.npz,rectangular_body_000336,3,12,6,16,9,15,9,10,6,9,15,7.5,11.0,12.0,0.5634030299431099,540,5.637711490859353e-06,0.1093157014398367,0.0027548432026727222,0.012482189210361937
31,samples/sample_000031.npz,rectangular_body_000031,7,16,33,40,7,9,9,7,2,7,9,11.5,36.5,8.0,0.2199793810711709,126,6.253001571035505e-07,0.015338203914736328,0.000270706198969157,0.0014396005845201552
92,samples/sample_000092.npz,rectangular_body_000092,10,26,23,28,16,24,16,5,8,16,24,18.0,25.5,20.0,0.3527865265552321,640,1.5066864121299268e-05,0.06421358119663498,0.0021201539946431504,0.007349081953402666
531,samples/sample_000531.npz,rectangular_body_000531,7,13,12,23,5,9,6,11,4,5,9,10.0,17.5,7.0,0.5727035537809515,264,2.163815786317969e-06,0.08398883826747053,0.0014836142749208104,0.007991087630873488
