sample_index,relative_path,body_name,x_start,x_end,y_start,y_end,z_start,z_end,width_x,width_y,thickness_z,top_depth_index,bottom_depth_index,center_x_index,center_y_index,center_z_index,top_depth_m,bottom_depth_m,center_depth_m,width_x_m,width_y_m,thickness_z_m,center_x_m,center_y_m,density_contrast,nonzero_density_cells,gravity_minimum_mgal,gravity_maximum_mgal,gravity_mean_mgal,gravity_std_mgal
10,samples/sample_000010.npz,rectangular_body_000010,13,29,42,58,5,12,16,16,7,5,11,20.5,49.5,8.0,50.0,120.0,85.0,160.0,160.0,70.0,205.0,495.0,0.7524312741276036,1792,0.003034122473349594,0.626725762172354,0.07800358240709016,0.09910388329642
11,samples/sample_000011.npz,rectangular_body_000011,55,60,9,21,4,12,5,12,8,4,11,57.0,14.5,7.5,40.0,120.0,80.0,50.0,120.0,80.0,570.0,145.0,0.8188030068467509,480,0.0005509608840587292,0.2956210859902776,0.018890992743063745,0.03385332004438446
12,samples/sample_000012.npz,rectangular_body_000012,14,29,21,30,5,11,15,9,6,5,10,21.0,25.0,7.5,50.0,110.0,80.0,150.0,90.0,60.0,210.0,250.0,0.8109834552387294,810,0.002120440785496913,0.39690176973930225,0.04308478217364529,0.052396673858833204
13,samples/sample_000013.npz,rectangular_body_000013,2,13,48,58,3,10,11,10,7,3,9,7.0,52.5,6.0,30.0,100.0,65.0,110.0,100.0,70.0,70.0,525.0,0.7933045807495349,770,0.0006686529170909802,0.5418347829845469,0.030346849820657048,0.06112125863304214
14,samples/sample_000014.npz,rectangular_body_000014,22,27,4,13,8,13,5,9,5,8,12,24.0,8.0,10.0,80.0,130.0,105.0,50.0,90.0,50.0,240.0,80.0,0.20754495623670338,225,0.00011231599352388095,0.022302530266759723,0.002290706796498356,0.0030486925315847085
15,samples/sample_000015.npz,rectangular_body_000015,19,32,23,31,7,10,13,8,3,7,9,25.0,26.5,8.0,70.0,100.0,85.0,130.0,80.0,30.0,250.0,265.0,0.6645448098260138,312,0.0008680102700968414,0.11882710000176464,0.013675548271962653,0.015559410953232431
16,samples/sample_000016.npz,rectangular_body_000016,17,33,19,34,3,9,16,15,6,3,8,24.5,26.0,5.5,30.0,90.0,60.0,160.0,150.0,60.0,245.0,260.0,0.9019100585343176,1440,0.003986817344868323,0.8709514465216673,0.09317644020456438,0.12108896026737567
17,samples/sample_000017.npz,rectangular_body_000017,50,57,15,25,4,11,7,10,7,4,10,53.0,19.5,7.0,40.0,110.0,75.0,70.0,100.0,70.0,530.0,195.0,0.455060168177182,490,0.0003838144600276725,0.1830031669440263,0.012812770776233082,0.02066057604042661
18,samples/sample_000018.npz,rectangular_body_000018,36,47,15,26,7,11,11,11,4,7,10,41.0,20.0,8.5,70.0,110.0,90.0,110.0,110.0,40.0,410.0,200.0,0.7556496255102603,484,0.0011271380759038739,0.19333466506926117,0.02265964704262588,0.026548305874827777
19,samples/sample_000019.npz,rectangular_body_000019,25,36,38,44,6,14,11,6,8,6,13,30.0,40.5,9.5,60.0,140.0,100.0,110.0,60.0,80.0,300.0,405.0,0.26977642699442983,528,0.0006867424513161168,0.07472743192840017,0.00889278876015673,0.00960585951095389
20,samples/sample_000020.npz,rectangular_body_000020,25,38,19,27,4,9,13,8,5,4,8,31.0,22.5,6.0,40.0,90.0,65.0,130.0,80.0,50.0,310.0,225.0,0.527739747723183,520,0.0009767008342663286,0.23063296814942558,0.01941099820209814,0.026451176415708565
21,samples/sample_000021.npz,rectangular_body_000021,30,36,6,16,2,7,6,10,5,2,6,32.5,10.5,4.0,20.0,70.0,45.0,60.0,100.0,50.0,325.0,105.0,0.39044082342939723,300,0.00018155064338033322,0.18418687205630027,0.007973290419957505,0.015827405023451938
22,samples/sample_000022.npz,rectangular_body_000022,20,29,46,62,4,12,9,16,8,4,11,24.0,53.5,7.5,40.0,120.0,80.0,90.0,160.0,80.0,240.0,535.0,0.4605694393624532,1152,0.0010808689377517083,0.3233808058138009,0.029654472130868914,0.04337071678005263
23,samples/sample_000023.npz,rectangular_body_000023,29,43,29,34,3,11,14,5,8,3,10,35.5,31.0,6.5,30.0,110.0,70.0,140.0,50.0,80.0,355.0,310.0,0.225758546632446,560,0.0005982210121576674,0.10894345338111013,0.008930870251985749,0.011832403196964231
24,samples/sample_000024.npz,rectangular_body_000024,28,39,8,13,8,10,11,5,2,8,9,33.0,10.0,8.5,80.0,100.0,90.0,110.0,50.0,20.0,330.0,100.0,0.9409740811696254,110,0.00027391908018486614,0.059238086548589426,0.005762080692053452,0.007784633072283556
25,samples/sample_000025.npz,rectangular_body_000025,18,29,14,23,3,7,11,9,4,3,6,23.0,18.0,4.5,30.0,70.0,50.0,110.0,90.0,40.0,230.0,180.0,0.33140491519502346,396,0.0002390613095472589,0.15323723868937278,0.009432572256628285,0.01564020632063336
26,samples/sample_000026.npz,rectangular_body_000026,42,55,34,42,4,6,13,8,2,4,5,48.0,37.5,4.5,40.0,60.0,50.0,130.0,80.0,20.0,480.0,375.0,0.4725149145015195,208,0.00017382788337878726,0.10631814245678538,0.006902343620723535,0.011465202137369594
27,samples/sample_000027.npz,rectangular_body_000027,17,33,6,22,8,10,16,16,2,8,9,24.5,13.5,8.5,80.0,100.0,90.0,160.0,160.0,20.0,245.0,135.0,0.7789084607655188,512,0.0010629017436416081,0.16677061318554917,0.022983410519001338,0.027054643162911167
28,samples/sample_000028.npz,rectangular_body_000028,24,37,45,53,5,13,13,8,8,5,12,30.0,48.5,8.5,50.0,130.0,90.0,130.0,80.0,80.0,300.0,485.0,0.37916968038695953,832,0.001000462116942435,0.18092745452117923,0.019029578004802743,0.023795427960666027
29,samples/sample_000029.npz,rectangular_body_000029,25,32,19,28,3,6,7,9,3,3,5,28.0,23.0,4.0,30.0,60.0,45.0,70.0,90.0,30.0,280.0,230.0,0.8378726965056633,189,0.0003837254467974504,0.23983851864189698,0.012041833282137551,0.020771562057611805
30,samples/sample_000030.npz,rectangular_body_000030,49,55,24,39,8,15,6,15,7,8,14,51.5,31.0,11.0,80.0,150.0,115.0,60.0,150.0,70.0,515.0,310.0,0.32340379562796207,630,0.0007165584274219979,0.07657248063298938,0.01058704974589389,0.011793257339042566
31,samples/sample_000031.npz,rectangular_body_000031,7,16,33,40,4,6,9,7,2,4,5,11.0,36.0,4.5,40.0,60.0,50.0,90.0,70.0,20.0,110.0,360.0,0.2199793810711709,126,4.354262190414682e-05,0.03651312436747891,0.0018553926237885572,0.0034147613764958277
32,samples/sample_000032.npz,rectangular_body_000032,38,49,16,32,5,10,11,16,5,5,9,43.0,23.5,7.0,50.0,100.0,75.0,110.0,160.0,50.0,430.0,235.0,0.8991662605211204,880,0.002219496459789014,0.47166644881476916,0.0521864972297711,0.06501382234685132
33,samples/sample_000033.npz,rectangular_body_000033,29,38,22,32,3,8,9,10,5,3,7,33.0,26.5,5.0,30.0,80.0,55.0,90.0,100.0,50.0,330.0,265.0,0.6624796009659032,450,0.0010676983437790594,0.3314040615061306,0.022129371156913213,0.03335384118791048
34,samples/sample_000034.npz,rectangular_body_000034,28,36,16,30,5,13,8,14,8,5,12,31.5,22.5,8.5,50.0,130.0,90.0,80.0,140.0,80.0,315.0,225.0,0.4793614613190729,896,0.0020298468903382763,0.2394920424336458,0.027737922942718506,0.03133610097221201
35,samples/sample_000035.npz,rectangular_body_000035,38,53,48,61,4,8,15,13,4,4,7,45.0,54.0,5.5,40.0,80.0,60.0,150.0,130.0,40.0,450.0,540.0,0.7844032018316711,780,0.0008209591820198802,0.4446355731269796,0.03565689839180068,0.059943041044948735
36,samples/sample_000036.npz,rectangular_body_000036,43,59,39,50,6,11,16,11,5,6,10,50.5,44.0,8.0,60.0,110.0,85.0,160.0,110.0,50.0,505.0,440.0,0.3513652492027719,880,0.0006419618018096878,0.15841705763566785,0.017436776816734775,0.023429747123433483
37,samples/sample_000037.npz,rectangular_body_000037,31,39,25,33,8,11,8,8,3,8,10,34.5,28.5,9.0,80.0,110.0,95.0,80.0,80.0,30.0,345.0,285.0,0.7490368234415601,192,0.0008165510125192964,0.07694960839384041,0.009291058142877494,0.009896315293858156
38,samples/sample_000038.npz,rectangular_body_000038,23,35,24,34,5,7,12,10,2,5,6,28.5,28.5,5.5,50.0,70.0,60.0,120.0,100.0,20.0,285.0,285.0,0.6932820169050666,240,0.0006604612172511351,0.14377206332898185,0.012138832196866504,0.01659576246777114
39,samples/sample_000039.npz,rectangular_body_000039,38,42,26,34,4,8,4,8,4,4,7,39.5,29.5,5.5,40.0,80.0,60.0,40.0,80.0,40.0,395.0,295.0,0.6625174941681033,128,0.00027799121979576547,0.10110920773322205,0.006142062374488329,0.009290629751804249
40,samples/sample_000040.npz,rectangular_body_000040,29,40,32,48,5,8,11,16,3,5,7,34.0,39.5,6.0,50.0,80.0,65.0,110.0,160.0,30.0,340.0,395.0,0.6522510296859483,528,0.001211344734388377,0.23537777115530564,0.024318546474890963,0.030964575847146354
41,samples/sample_000041.npz,rectangular_body_000041,24,39,21,25,2,7,15,4,5,2,6,31.0,22.5,4.0,20.0,70.0,45.0,150.0,40.0,50.0,310.0,225.0,0.20777721073326233,300,0.0001646830205280622,0.08311957528901548,0.0047386635261377485,0.007901432993875045
42,samples/sample_000042.npz,rectangular_body_000042,22,28,40,49,2,7,6,9,5,2,6,24.5,44.0,4.0,20.0,70.0,45.0,60.0,90.0,50.0,245.0,440.0,0.3092615172089288,270,0.00015188863222137777,0.13842665869014567,0.006199625506528369,0.011336435880071528
43,samples/sample_000043.npz,rectangular_body_000043,29,36,28,43,3,6,7,15,3,3,5,32.0,35.0,4.0,30.0,60.0,45.0,70.0,150.0,30.0,320.0,350.0,0.9297482914906869,315,0.0010101041985122352,0.340293101375522,0.022520940052966447,0.03551156432707871
44,samples/sample_000044.npz,rectangular_body_000044,22,29,18,32,7,14,7,14,7,7,13,25.0,24.5,10.0,70.0,140.0,105.0,70.0,140.0,70.0,250.0,245.0,0.8129409408729518,686,0.0025505050503618226,0.24490841222765564,0.03400702851521985,0.03447860359567216
45,samples/sample_000045.npz,rectangular_body_000045,33,39,10,19,3,10,6,9,7,3,9,35.5,14.0,6.0,30.0,100.0,65.0,60.0,90.0,70.0,355.0,140.0,0.585696214499613,378,0.0004896374759376667,0.23975938750833822,0.014635255040475704,0.0233425058669953
46,samples/sample_000046.npz,rectangular_body_000046,26,42,47,61,4,6,16,14,2,4,5,33.5,53.5,4.5,40.0,60.0,50.0,160.0,140.0,20.0,335.0,535.0,0.5160173040865819,448,0.0003697596015341431,0.17994183376690037,0.014819104663753378,0.02448581023234478
47,samples/sample_000047.npz,rectangular_body_000047,9,14,53,62,3,5,5,9,2,3,4,11.0,57.0,3.5,30.0,50.0,40.0,50.0,90.0,20.0,110.0,570.0,0.8157948341691554,90,5.315311114787947e-05,0.13460082032447201,0.004100911377659152,0.010513076397834413
48,samples/sample_000048.npz,rectangular_body_000048,38,50,14,18,5,8,12,4,3,5,7,43.5,15.5,6.0,50.0,80.0,65.0,120.0,40.0,30.0,435.0,155.0,0.33976363172654256,144,9.024778006967067e-05,0.0446315015133113,0.00318590496480055,0.004929161876878014
49,samples/sample_000049.npz,rectangular_body_000049,13,27,18,23,2,7,14,5,5,2,6,19.5,20.0,4.0,20.0,70.0,45.0,140.0,50.0,50.0,195.0,200.0,0.7705323508373183,350,0.00043078467003212367,0.3670904357317861,0.01969243090641215,0.03476529429497788
50,samples/sample_000050.npz,rectangular_body_000050,28,44,29,39,3,11,16,10,8,3,10,35.5,33.5,6.5,30.0,110.0,70.0,160.0,100.0,80.0,355.0,335.0,0.34452026054367046,1280,0.001979628713676982,0.30747373963946867,0.031048743274451212,0.03894955549917869
51,samples/sample_000051.npz,rectangular_body_000051,17,22,42,55,2,8,5,13,6,2,7,19.0,48.0,4.5,20.0,80.0,50.0,50.0,130.0,60.0,190.0,480.0,0.9579506174671706,390,0.0005380104037448888,0.4890056101569036,0.025680696446316327,0.04630340050591769
52,samples/sample_000052.npz,rectangular_body_000052,10,16,16,28,7,9,6,12,2,7,8,12.5,21.5,7.5,70.0,90.0,80.0,60.0,120.0,20.0,125.0,215.0,0.8023777904824065,144,0.0002428469043451729,0.07563104598021136,0.006853698326895506,0.009672885871783707
53,samples/sample_000053.npz,rectangular_body_000053,43,48,20,32,6,10,5,12,4,6,9,45.0,25.5,7.5,60.0,100.0,80.0,50.0,120.0,40.0,450.0,255.0,0.734401532534041,240,0.000510937905454251,0.12024207166045853,0.011376573774080797,0.014652711756680746
54,samples/sample_000054.npz,rectangular_body_000054,10,19,5,18,8,11,9,13,3,8,10,14.0,11.0,9.0,80.0,110.0,95.0,90.0,130.0,30.0,140.0,110.0,0.589703997106479,351,0.00038814436675665065,0.09977213631157479,0.010346139521513486,0.014659961561926716
55,samples/sample_000055.npz,rectangular_body_000055,21,29,35,40,4,9,8,5,5,4,8,24.5,37.0,6.0,40.0,90.0,65.0,80.0,50.0,50.0,245.0,370.0,0.47082622661936213,200,0.00030124716025601417,0.10088556216098607,0.006685347158194566,0.00967977903006274
56,samples/sample_000056.npz,rectangular_body_000056,13,25,49,53,3,7,12,4,4,3,6,18.5,50.5,4.5,30.0,70.0,50.0,120.0,40.0,40.0,185.0,505.0,0.486115979181251,192,0.00012153722048648977,0.1220807580190897,0.006226130854734044,0.011576409301115335
57,samples/sample_000057.npz,rectangular_body_000057,24,36,5,12,7,10,12,7,3,7,9,29.5,8.0,8.0,70.0,100.0,85.0,120.0,70.0,30.0,295.0,80.0,0.5594899990243611,252,0.00032528259873537956,0.08424484803744484,0.007604436511278846,0.01098941802945544
58,samples/sample_000058.npz,rectangular_body_000058,10,18,45,53,4,8,8,8,4,4,7,13.5,48.5,5.5,40.0,80.0,60.0,80.0,80.0,40.0,135.0,485.0,0.34211798854958697,256,0.0001214552822964681,0.09411802107921144,0.005458415325088611,0.00965329716285652
59,samples/sample_000059.npz,rectangular_body_000059,49,58,32,41,2,10,9,9,8,2,9,53.0,36.0,5.5,20.0,100.0,60.0,90.0,90.0,80.0,530.0,360.0,0.9400558586085401,648,0.001063897352497806,0.6959346441493148,0.03850282513459886,0.06820566248600128
60,samples/sample_000060.npz,rectangular_body_000060,33,41,25,32,4,12,8,7,8,4,11,36.5,28.0,7.5,40.0,120.0,80.0,80.0,70.0,80.0,365.0,280.0,0.36709982204022884,448,0.0007278395072270237,0.13314968403214306,0.011185863327045124,0.014166935926372996
61,samples/sample_000061.npz,rectangular_body_000061,13,27,51,58,4,9,14,7,5,4,8,19.5,54.0,6.0,40.0,90.0,65.0,140.0,70.0,50.0,195.0,540.0,0.6081998361800318,490,0.0004417816596193078,0.24903041662023898,0.017418834540445575,0.029472508179967705
62,samples/sample_000062.npz,rectangular_body_000062,3,16,28,43,2,7,13,15,5,2,6,9.0,35.0,4.0,20.0,70.0,45.0,130.0,150.0,50.0,90.0,350.0,0.9681046825162396,975,0.001303135160020283,0.8829894946782578,0.0614489914694988,0.11065515505125881
63,samples/sample_000063.npz,rectangular_body_000063,36,47,5,16,5,10,11,11,5,5,9,41.0,10.0,7.0,50.0,100.0,75.0,110.0,110.0,50.0,410.0,100.0,0.532191217820781,605,0.0005969821470084634,0.22159318427467883,0.01857854291770586,0.028192395042708842
64,samples/sample_000064.npz,rectangular_body_000064,30,37,17,24,7,12,7,7,5,7,11,33.0,20.0,9.0,70.0,120.0,95.0,70.0,70.0,50.0,330.0,200.0,0.33894776967550994,245,0.00034653392459552893,0.047395634783820306,0.0051949281308497465,0.005933616951771704
65,samples/sample_000065.npz,rectangular_body_000065,41,47,22,26,3,5,6,4,2,3,4,43.5,23.5,3.5,30.0,50.0,40.0,60.0,40.0,20.0,435.0,235.0,0.3186383439866961,48,2.493610039673246e-05,0.03287514776432403,0.0011581656558321946,0.0022916099988971378
66,samples/sample_000066.npz,rectangular_body_000066,38,53,3,10,3,6,15,7,3,3,5,45.0,6.0,4.0,30.0,60.0,45.0,150.0,70.0,30.0,450.0,60.0,0.4180529396309754,315,0.00012587763545046388,0.1530097258817617,0.0076735654828504075,0.016135532421511927
67,samples/sample_000067.npz,rectangular_body_000067,31,47,36,49,5,13,16,13,8,5,12,38.5,42.0,8.5,50.0,130.0,90.0,160.0,130.0,80.0,385.0,420.0,0.602553111985221,1664,0.0035084002288480382,0.47644729569105415,0.06314265252873669,0.07015064699051306
68,samples/sample_000068.npz,rectangular_body_000068,21,34,6,15,6,10,13,9,4,6,9,27.0,10.0,7.5,60.0,100.0,80.0,130.0,90.0,40.0,270.0,100.0,0.8692397290182241,468,0.0009081317324149415,0.2520028839994052,0.023409440364547562,0.03329222212684479
69,samples/sample_000069.npz,rectangular_body_000069,38,52,40,52,4,9,14,12,5,4,8,44.5,45.5,6.0,40.0,90.0,65.0,140.0,120.0,50.0,445.0,455.0,0.5565470437089544,840,0.0009002792751611846,0.3370825865759096,0.03060970691543867,0.044184614261799725
70,samples/sample_000070.npz,rectangular_body_000070,46,55,43,50,2,4,9,7,2,2,3,50.0,46.0,2.5,20.0,40.0,30.0,90.0,70.0,20.0,500.0,460.0,0.22753479532929888,126,2.438772811054697e-05,0.06345401111584087,0.0020865365593165488,0.004806104509772502
71,samples/sample_000071.npz,rectangular_body_000071,50,60,41,57,3,8,10,16,5,3,7,54.5,48.5,5.0,30.0,80.0,55.0,100.0,160.0,50.0,545.0,485.0,0.950196374718226,800,0.0008467841790011027,0.6461790586585996,0.04366212504773957,0.08126149321546533
72,samples/sample_000072.npz,rectangular_body_000072,24,39,47,59,5,12,15,12,7,5,11,31.0,52.5,8.0,50.0,120.0,85.0,150.0,120.0,70.0,310.0,525.0,0.9044379796086117,1260,0.0030282588220610397,0.601986797301633,0.06503806456717486,0.08658106351315493
73,samples/sample_000073.npz,rectangular_body_000073,44,50,2,9,4,10,6,7,6,4,9,46.5,5.0,6.5,40.0,100.0,70.0,60.0,70.0,60.0,465.0,50.0,0.960857141891585,252,0.0003093006304392996,0.23951298632822463,0.011980578942439358,0.02334320423135378
74,samples/sample_000074.npz,rectangular_body_000074,13,23,39,52,8,14,10,13,6,8,13,17.5,45.0,10.5,80.0,140.0,110.0,100.0,130.0,60.0,175.0,450.0,0.2936956257509941,780,0.000669788479411269,0.08997138160620541,0.012445642999662571,0.013887059373815914
75,samples/sample_000075.npz,rectangular_body_000075,14,25,34,42,7,11,11,8,4,7,10,19.0,37.5,8.5,70.0,110.0,90.0,110.0,80.0,40.0,190.0,375.0,0.7011835364614531,352,0.0008223342441453375,0.13777508657838344,0.015426599621546824,0.01816911287765521
76,samples/sample_000076.npz,rectangular_body_000076,42,51,42,49,7,11,9,7,4,7,10,46.0,45.0,8.5,70.0,110.0,90.0,90.0,70.0,40.0,460.0,450.0,0.34369209335569,252,0.00021005355015973765,0.0513396820867955,0.0051030029244501784,0.006630340481885124
77,samples/sample_000077.npz,rectangular_body_000077,10,24,40,45,8,14,14,5,6,8,13,16.5,42.0,10.5,80.0,140.0,110.0,140.0,50.0,60.0,165.0,420.0,0.5529939983760436,420,0.0007214018109739171,0.09512775366179291,0.012802641497826894,0.014176526891048927
78,samples/sample_000078.npz,rectangular_body_000078,24,35,38,48,4,7,11,10,3,4,6,29.0,42.5,5.0,40.0,70.0,55.0,110.0,100.0,30.0,290.0,425.0,0.3314512381757112,330,0.00029143874933589226,0.10905056867944085,0.007930669154190655,0.011907359044365327
79,samples/sample_000079.npz,rectangular_body_000079,6,14,2,6,2,5,8,4,3,2,4,9.5,3.5,3.0,20.0,50.0,35.0,80.0,40.0,30.0,95.0,35.0,0.9637463281967422,96,5.4033792860100744e-05,0.21800082800382606,0.004707854941621663,0.014318958564096141
80,samples/sample_000080.npz,rectangular_body_000080,34,47,35,43,2,7,13,8,5,2,6,40.0,38.5,4.0,20.0,70.0,45.0,130.0,80.0,50.0,400.0,385.0,0.4787336263885227,520,0.000531896780177612,0.3134802395638985,0.018777646020701942,0.031395770856547586
81,samples/sample_000081.npz,rectangular_body_000081,34,42,8,23,2,5,8,15,3,2,4,37.5,15.0,3.0,20.0,50.0,35.0,80.0,150.0,30.0,375.0,150.0,0.5745234338916141,360,0.0002770784305989198,0.28282304232229283,0.015406515252374936,0.02903098161499377
82,samples/sample_000082.npz,rectangular_body_000082,19,23,24,30,8,11,4,6,3,8,10,20.5,26.5,9.0,80.0,110.0,95.0,40.0,60.0,30.0,205.0,265.0,0.49145527256784505,72,0.00013404169459538463,0.020470604102026738,0.0022094851915461845,0.0025445646082920843
83,samples/sample_000083.npz,rectangular_body_000083,4,16,29,39,3,9,12,10,6,3,8,9.5,33.5,5.5,30.0,90.0,60.0,120.0,100.0,60.0,95.0,335.0,0.22406604491713944,720,0.0002968012318863585,0.14792996338234826,0.010014837690931108,0.01690573050706549
84,samples/sample_000084.npz,rectangular_body_000084,44,53,43,51,7,9,9,8,2,7,8,48.0,46.5,7.5,70.0,90.0,80.0,90.0,80.0,20.0,480.0,465.0,0.6772901445738391,144,0.00019199600947270024,0.06632696977232379,0.005770174248504687,0.008292877586762653
85,samples/sample_000085.npz,rectangular_body_000085,6,10,37,45,5,11,4,8,6,5,10,7.5,40.5,7.5,50.0,110.0,80.0,40.0,80.0,60.0,75.0,405.0,0.9953341064435577,192,0.00034458388979805097,0.15236190201154953,0.010277599260448977,0.016753918949457162
86,samples/sample_000086.npz,rectangular_body_000086,44,48,5,12,4,11,4,7,7,4,10,45.5,8.0,7.0,40.0,110.0,75.0,40.0,70.0,70.0,455.0,80.0,0.9456680134255657,196,0.0002826619029480563,0.17649997288382382,0.01002327692328602,0.017683502486117653
87,samples/sample_000087.npz,rectangular_body_000087,10,26,24,33,2,4,16,9,2,2,3,17.5,28.0,2.5,20.0,40.0,30.0,160.0,90.0,20.0,175.0,280.0,0.8278355245381428,288,0.00034156471299624623,0.32545115994257207,0.018538109588156045,0.03465462810176139
88,samples/sample_000088.npz,rectangular_body_000088,6,22,18,34,2,7,16,16,5,2,6,13.5,25.5,4.0,20.0,70.0,45.0,160.0,160.0,50.0,135.0,255.0,0.872033054049786,1280,0.001728273781556705,0.8856142808591035,0.0780326784788304,0.12441835967425387
89,samples/sample_000089.npz,rectangular_body_000089,25,40,5,12,3,5,15,7,2,3,4,32.0,8.0,3.5,30.0,50.0,40.0,150.0,70.0,20.0,320.0,80.0,0.32708311713986654,210,8.85777016657803e-05,0.0876714349588825,0.004529385371409669,0.00903803696758502
90,samples/sample_000090.npz,rectangular_body_000090,31,35,42,47,7,9,4,5,2,7,8,32.5,44.0,7.5,70.0,90.0,80.0,40.0,50.0,20.0,325.0,440.0,0.3374063972261927,40,4.765801073236531e-05,0.010528125285142832,0.0008872342135425433,0.001157604470262838
91,samples/sample_000091.npz,rectangular_body_000091,32,38,44,58,8,13,6,14,5,8,12,34.5,50.5,10.0,80.0,130.0,105.0,60.0,140.0,50.0,345.0,505.0,0.314051292974615,420,0.00042521627964372166,0.0567001112542963,0.007190273776587217,0.008359664608811828
92,samples/sample_000092.npz,rectangular_body_000092,10,26,23,28,8,16,16,5,8,8,15,17.5,25.0,11.5,80.0,160.0,120.0,160.0,50.0,80.0,175.0,250.0,0.3527865265552321,640,0.0008849055967737717,0.07968569320187599,0.012351574813492024,0.01230546195045107
93,samples/sample_000093.npz,rectangular_body_000093,50,55,43,51,2,4,5,8,2,2,3,52.0,46.5,2.5,20.0,40.0,30.0,50.0,80.0,20.0,520.0,465.0,0.7512071158293232,80,4.713365953546179e-05,0.1565652442642604,0.0042636613113694885,0.010473068500229374
94,samples/sample_000094.npz,rectangular_body_000094,16,26,37,45,4,9,10,8,5,4,8,20.5,40.5,6.0,40.0,90.0,65.0,100.0,80.0,50.0,205.0,405.0,0.22300732516634592,400,0.0002165768381108546,0.08262608339351414,0.006141105727144385,0.008937650291802953
95,samples/sample_000095.npz,rectangular_body_000095,25,31,47,58,3,8,6,11,5,3,7,27.5,52.0,5.0,30.0,80.0,55.0,60.0,110.0,50.0,275.0,520.0,0.4337700634644878,330,0.00024651097986060777,0.1691920417914775,0.009371503879389061,0.016594570996809718
96,samples/sample_000096.npz,rectangular_body_000096,50,59,32,46,3,10,9,14,7,3,9,54.0,38.5,6.0,30.0,100.0,65.0,90.0,140.0,70.0,540.0,385.0,0.30725299857992516,882,0.00045817603427818383,0.22348201450564573,0.0162138629663153,0.02674516957097352
97,samples/sample_000097.npz,rectangular_body_000097,14,19,28,39,7,10,5,11,3,7,9,16.0,33.0,8.0,70.0,100.0,85.0,50.0,110.0,30.0,160.0,330.0,0.38162406129919557,165,0.00020308180117844496,0.03972827941470285,0.003941631503307658,0.004970078930473432
