sample_index,sample_id,relative_path,x_start,x_end,y_start,y_end,z_start,z_end,width_x,width_y,thickness_z,top_depth_m,bottom_depth_m,width_x_m,width_y_m,thickness_z_m,center_x_m,center_y_m,center_depth_m,density_contrast,gravity_minimum_mgal,gravity_maximum_mgal,gravity_mean_mgal,gravity_std_mgal
10,sample_000010,samples/sample_000010.npz,12,28,44,60,5,12,16,16,7,50.0,120.0,160.0,160.0,70.0,195.0,515.0,85.0,0.7524312741276036,0.0015196921303868294,0.71918785572052,0.06589323282241821,0.12512555718421936
11,sample_000011,samples/sample_000011.npz,57,62,7,19,4,12,5,12,8,40.0,120.0,50.0,120.0,80.0,590.0,125.0,80.0,0.8188030068467509,0.0002877027145586908,0.36302483081817627,0.018078286200761795,0.045832760632038116
12,sample_000012,samples/sample_000012.npz,13,28,21,30,5,11,15,9,6,50.0,110.0,150.0,90.0,60.0,200.0,250.0,80.0,0.8109834552387294,0.0010387651855126023,0.4673852026462555,0.03405243903398514,0.0690310075879097
13,sample_000013,samples/sample_000013.npz,0,11,49,59,3,10,11,10,7,30.0,100.0,110.0,100.0,70.0,50.0,535.0,65.0,0.7933045807495349,0.00035067787393927574,0.6609764695167542,0.02966303750872612,0.08352931588888168
14,sample_000014,samples/sample_000014.npz,21,26,2,11,8,13,5,9,5,80.0,130.0,50.0,90.0,50.0,230.0,60.0,105.0,0.20754495623670338,5.907006561756134e-05,0.026306351646780968,0.0020575602538883686,0.003954942803829908
15,sample_000015,samples/sample_000015.npz,18,31,22,30,7,10,13,8,3,70.0,100.0,130.0,80.0,30.0,240.0,255.0,85.0,0.6645448098260138,0.000400352495489642,0.14106634259223938,0.010685236193239689,0.020628241822123528
16,sample_000016,samples/sample_000016.npz,16,32,19,34,3,9,16,15,6,30.0,90.0,160.0,150.0,60.0,235.0,260.0,60.0,0.9019100585343176,0.0018061207374557853,1.0076147317886353,0.07143691927194595,0.1610032469034195
17,sample_000017,samples/sample_000017.npz,51,58,14,24,4,11,7,10,7,40.0,110.0,70.0,100.0,70.0,540.0,185.0,75.0,0.455060168177182,0.00020038375805597752,0.22601784765720367,0.011148051358759403,0.027530690655112267
18,sample_000018,samples/sample_000018.npz,37,48,14,25,7,11,11,11,4,70.0,110.0,110.0,110.0,40.0,420.0,190.0,90.0,0.7556496255102603,0.0005592061788775027,0.22660768032073975,0.018278617411851883,0.03440456464886665
19,sample_000019,samples/sample_000019.npz,25,36,38,44,6,14,11,6,8,60.0,140.0,110.0,60.0,80.0,300.0,405.0,100.0,0.26977642699442983,0.0003462411987129599,0.08934824168682098,0.0070653194561600685,0.012699471786618233
20,sample_000020,samples/sample_000020.npz,25,38,18,26,4,9,13,8,5,40.0,90.0,130.0,80.0,50.0,310.0,215.0,65.0,0.527739747723183,0.0004427119856700301,0.2813532054424286,0.014910202473402023,0.03606877848505974
21,sample_000021,samples/sample_000021.npz,30,36,4,14,2,7,6,10,5,20.0,70.0,60.0,100.0,50.0,325.0,85.0,45.0,0.39044082342939723,8.269063982879743e-05,0.24379059672355652,0.006504162680357695,0.023176198825240135
22,sample_000022,samples/sample_000022.npz,20,29,48,64,4,12,9,16,8,40.0,120.0,90.0,160.0,80.0,240.0,555.0,80.0,0.4605694393624532,0.0005555253010243177,0.3816881775856018,0.02581654116511345,0.05681170895695686
23,sample_000023,samples/sample_000023.npz,29,43,29,34,3,11,14,5,8,30.0,110.0,140.0,50.0,80.0,355.0,310.0,70.0,0.225758546632446,0.00027198914904147387,0.13453370332717896,0.006823094096034765,0.0163711030036211
24,sample_000024,samples/sample_000024.npz,28,39,7,12,8,10,11,5,2,80.0,100.0,110.0,50.0,20.0,330.0,90.0,90.0,0.9409740811696254,0.00014437429490499198,0.07044381648302078,0.004984349478036165,0.010098823346197605
25,sample_000025,samples/sample_000025.npz,17,28,13,22,3,7,11,9,4,30.0,70.0,110.0,90.0,40.0,220.0,170.0,50.0,0.33140491519502346,0.00010953048331430182,0.1890653818845749,0.007333855610340834,0.021853581070899963
26,sample_000026,samples/sample_000026.npz,43,56,34,42,4,6,13,8,2,40.0,60.0,130.0,80.0,20.0,490.0,375.0,50.0,0.4725149145015195,8.226875797845423e-05,0.13159169256687164,0.005465256981551647,0.015815403312444687
27,sample_000027,samples/sample_000027.npz,16,32,5,21,8,10,16,16,2,80.0,100.0,160.0,160.0,20.0,235.0,125.0,90.0,0.7789084607655188,0.000541446905117482,0.19070497155189514,0.019412804394960403,0.03409770503640175
28,sample_000028,samples/sample_000028.npz,24,37,46,54,5,13,13,8,8,50.0,130.0,130.0,80.0,80.0,300.0,495.0,90.0,0.37916968038695953,0.0005106991739012301,0.21575239300727844,0.015633631497621536,0.030970314517617226
29,sample_000029,samples/sample_000029.npz,25,32,19,28,3,6,7,9,3,30.0,60.0,70.0,90.0,30.0,280.0,230.0,45.0,0.8378726965056633,0.00017154531087726355,0.3079783022403717,0.009071231819689274,0.03037162870168686
30,sample_000030,samples/sample_000030.npz,51,57,24,39,8,15,6,15,7,80.0,150.0,60.0,150.0,70.0,535.0,310.0,115.0,0.32340379562796207,0.00037168359267525375,0.08865233510732651,0.00909237191081047,0.014935653656721115
31,sample_000031,samples/sample_000031.npz,5,14,33,40,4,6,9,7,2,40.0,60.0,90.0,70.0,20.0,90.0,360.0,50.0,0.2199793810711709,2.0427507479325868e-05,0.04637809470295906,0.0015165895456448197,0.004827580880373716
32,sample_000032,samples/sample_000032.npz,39,50,15,31,5,10,11,16,5,50.0,100.0,110.0,160.0,50.0,440.0,225.0,75.0,0.8991662605211204,0.0010632460471242666,0.5518571734428406,0.04135499894618988,0.08503419160842896
33,sample_000033,samples/sample_000033.npz,29,38,22,32,3,8,9,10,5,30.0,80.0,90.0,100.0,50.0,330.0,265.0,55.0,0.6624796009659032,0.0004741621669381857,0.4129982590675354,0.016698498278856277,0.0470108836889267
34,sample_000034,samples/sample_000034.npz,28,36,15,29,5,13,8,14,8,50.0,130.0,80.0,140.0,80.0,315.0,215.0,90.0,0.4793614613190729,0.0009611937566660345,0.2854642868041992,0.02182631567120552,0.04151584580540657
35,sample_000035,samples/sample_000035.npz,39,54,50,63,4,8,15,13,4,40.0,80.0,150.0,130.0,40.0,460.0,560.0,60.0,0.7844032018316711,0.00040727786836214364,0.5199990272521973,0.031476426869630814,0.07854016125202179
36,sample_000036,samples/sample_000036.npz,45,61,40,51,6,11,16,11,5,60.0,110.0,160.0,110.0,50.0,525.0,450.0,85.0,0.3513652492027719,0.00032608097535558045,0.18412475287914276,0.014960872940719128,0.029777277261018753
37,sample_000037,samples/sample_000037.npz,31,39,24,32,8,11,8,8,3,80.0,110.0,80.0,80.0,30.0,345.0,275.0,95.0,0.7490368234415601,0.0003796981181949377,0.09221988171339035,0.007266462314873934,0.013186282478272915
38,sample_000038,samples/sample_000038.npz,22,34,24,34,5,7,12,10,2,50.0,70.0,120.0,100.0,20.0,275.0,285.0,60.0,0.6932820169050666,0.0002852167817763984,0.17517828941345215,0.009199677966535091,0.02271856926381588
39,sample_000039,samples/sample_000039.npz,39,43,26,34,4,8,4,8,4,40.0,80.0,40.0,80.0,40.0,405.0,295.0,60.0,0.6625174941681033,0.00012483478349167854,0.13352450728416443,0.004676335025578737,0.013229671865701675
40,sample_000040,samples/sample_000040.npz,29,40,33,49,5,8,11,16,3,50.0,80.0,110.0,160.0,30.0,340.0,405.0,65.0,0.6522510296859483,0.0005483193672262132,0.2768651247024536,0.018704568967223167,0.04132634401321411
41,sample_000041,samples/sample_000041.npz,24,39,20,24,2,7,15,4,5,20.0,70.0,150.0,40.0,50.0,310.0,215.0,45.0,0.20777721073326233,7.008036482147872e-05,0.1090286374092102,0.003567186649888754,0.011510202661156654
42,sample_000042,samples/sample_000042.npz,22,28,41,50,2,7,6,9,5,20.0,70.0,60.0,90.0,50.0,245.0,450.0,45.0,0.3092615172089288,6.917958671692759e-05,0.18382975459098816,0.004750254563987255,0.016822677105665207
43,sample_000043,samples/sample_000043.npz,29,36,28,43,3,6,7,15,3,30.0,60.0,70.0,150.0,30.0,320.0,350.0,45.0,0.9297482914906869,0.0004211781488265842,0.418952614068985,0.016821129247546196,0.050374794751405716
44,sample_000044,samples/sample_000044.npz,22,29,17,31,7,14,7,14,7,70.0,140.0,70.0,140.0,70.0,250.0,235.0,105.0,0.8129409408729518,0.0012691972078755498,0.28588467836380005,0.027189167216420174,0.045065682381391525
45,sample_000045,samples/sample_000045.npz,33,39,8,17,3,10,6,9,7,30.0,100.0,60.0,90.0,70.0,355.0,120.0,65.0,0.585696214499613,0.00023445836268365383,0.30761438608169556,0.011736441403627396,0.03243609890341759
46,sample_000046,samples/sample_000046.npz,26,42,49,63,4,6,16,14,2,40.0,60.0,160.0,140.0,20.0,335.0,555.0,50.0,0.5160173040865819,0.0001729973591864109,0.21055971086025238,0.012499935925006866,0.03241913393139839
47,sample_000047,samples/sample_000047.npz,7,12,55,64,3,5,5,9,2,30.0,50.0,50.0,90.0,20.0,90.0,590.0,40.0,0.8157948341691554,2.5150035071419552e-05,0.1781754344701767,0.00393795408308506,0.01592813991010189
48,sample_000048,samples/sample_000048.npz,38,50,13,17,5,8,12,4,3,50.0,80.0,120.0,40.0,30.0,435.0,145.0,65.0,0.33976363172654256,4.586749855661765e-05,0.05611920729279518,0.002593657234683633,0.006648109294474125
49,sample_000049,samples/sample_000049.npz,12,26,18,23,2,7,14,5,5,20.0,70.0,140.0,50.0,50.0,185.0,200.0,45.0,0.7705323508373183,0.00020066888828296214,0.4685242176055908,0.015284218825399876,0.05009472742676735
50,sample_000050,samples/sample_000050.npz,28,44,29,39,3,11,16,10,8,30.0,110.0,160.0,100.0,80.0,355.0,335.0,70.0,0.34452026054367046,0.0009075825219042599,0.3658110499382019,0.02377573773264885,0.05260585620999336
51,sample_000051,samples/sample_000051.npz,16,21,43,56,2,8,5,13,6,20.0,80.0,50.0,130.0,60.0,180.0,490.0,50.0,0.9579506174671706,0.00025668967282399535,0.6226570010185242,0.02063669264316559,0.06587742269039154
52,sample_000052,samples/sample_000052.npz,9,15,15,27,7,9,6,12,2,70.0,90.0,60.0,120.0,20.0,115.0,205.0,80.0,0.8023777904824065,0.0001248539047082886,0.09166626632213593,0.005780824925750494,0.012574386782944202
53,sample_000053,samples/sample_000053.npz,44,49,20,32,6,10,5,12,4,60.0,100.0,50.0,120.0,40.0,460.0,255.0,80.0,0.734401532534041,0.00025539606576785445,0.1455484926700592,0.009085023775696754,0.019410891458392143
54,sample_000054,samples/sample_000054.npz,8,17,4,17,8,11,9,13,3,80.0,110.0,90.0,130.0,30.0,120.0,100.0,95.0,0.589703997106479,0.00020671988022513688,0.11626449227333069,0.00942309107631445,0.01852446235716343
55,sample_000055,samples/sample_000055.npz,20,28,36,41,4,9,8,5,5,40.0,90.0,80.0,50.0,50.0,235.0,380.0,65.0,0.47082622661936213,0.00013508609845303,0.12938985228538513,0.00511937215924263,0.013593804091215134
56,sample_000056,samples/sample_000056.npz,12,24,51,55,3,7,12,4,4,30.0,70.0,120.0,40.0,40.0,175.0,525.0,50.0,0.486115979181251,5.740693450206891e-05,0.16013896465301514,0.005099425092339516,0.01637563295662403
57,sample_000057,samples/sample_000057.npz,24,36,4,11,7,10,12,7,3,70.0,100.0,120.0,70.0,30.0,295.0,70.0,85.0,0.5594899990243611,0.00017272846889682114,0.10050405561923981,0.006776344962418079,0.014412864111363888
58,sample_000058,samples/sample_000058.npz,8,16,46,54,4,8,8,8,4,40.0,80.0,80.0,80.0,40.0,115.0,495.0,60.0,0.34211798854958697,6.0000693338224664e-05,0.12014316767454147,0.004602470435202122,0.013183746486902237
59,sample_000059,samples/sample_000059.npz,50,59,32,41,2,10,9,9,8,20.0,100.0,90.0,90.0,80.0,540.0,360.0,60.0,0.9400558586085401,0.0005354364402592182,0.868538498878479,0.03232791647315025,0.09527503699064255
60,sample_000060,samples/sample_000060.npz,33,41,24,31,4,12,8,7,8,40.0,120.0,80.0,70.0,80.0,365.0,270.0,80.0,0.36709982204022884,0.0003378419787622988,0.1660802662372589,0.008637490682303905,0.0194470826536417
61,sample_000061,samples/sample_000061.npz,12,26,53,60,4,9,14,7,5,40.0,90.0,140.0,70.0,50.0,185.0,560.0,65.0,0.6081998361800318,0.0002209314698120579,0.30267035961151123,0.015183860436081886,0.03933712840080261
62,sample_000062,samples/sample_000062.npz,1,14,28,43,2,7,13,15,5,20.0,70.0,130.0,150.0,50.0,70.0,350.0,45.0,0.9681046825162396,0.000604430097155273,1.0362740755081177,0.05184202641248703,0.1499309241771698
63,sample_000063,samples/sample_000063.npz,37,48,3,14,5,10,11,11,5,50.0,100.0,110.0,110.0,50.0,420.0,80.0,75.0,0.532191217820781,0.0002993747766595334,0.26378771662712097,0.01599649153649807,0.036927469074726105
64,sample_000064,samples/sample_000064.npz,30,37,16,23,7,12,7,7,5,70.0,120.0,70.0,70.0,50.0,330.0,190.0,95.0,0.33894776967550994,0.00017071858746930957,0.05672403797507286,0.004140842705965042,0.007830346934497356
65,sample_000065,samples/sample_000065.npz,42,48,22,26,3,5,6,4,2,30.0,50.0,60.0,40.0,20.0,445.0,235.0,40.0,0.3186383439866961,1.1128172445751261e-05,0.047645773738622665,0.0008819876238703728,0.0035539763048291206
66,sample_000066,samples/sample_000066.npz,39,54,1,8,3,6,15,7,3,30.0,60.0,150.0,70.0,30.0,460.0,40.0,45.0,0.4180529396309754,6.057947393856011e-05,0.1883782595396042,0.007041809149086475,0.022771485149860382
67,sample_000067,samples/sample_000067.npz,32,48,37,50,5,13,16,13,8,50.0,130.0,160.0,130.0,80.0,395.0,430.0,90.0,0.602553111985221,0.0017013137694448233,0.5496573448181152,0.050426919013261795,0.09089943021535873
68,sample_000068,samples/sample_000068.npz,21,34,4,13,6,10,13,9,4,60.0,100.0,130.0,90.0,40.0,270.0,80.0,80.0,0.8692397290182241,0.0004606152360793203,0.29817304015159607,0.02002047933638096,0.043347954750061035
69,sample_000069,samples/sample_000069.npz,39,53,41,53,4,9,14,12,5,40.0,90.0,140.0,120.0,50.0,455.0,465.0,65.0,0.5565470437089544,0.0004419058095663786,0.4003434479236603,0.024777133017778397,0.05795906111598015
70,sample_000070,samples/sample_000070.npz,47,56,44,51,2,4,9,7,2,20.0,40.0,90.0,70.0,20.0,510.0,470.0,30.0,0.22753479532929888,1.0665708941814955e-05,0.08335504680871964,0.0016725088935345411,0.007394673768430948
71,sample_000071,samples/sample_000071.npz,51,61,42,58,3,8,10,16,5,30.0,80.0,100.0,160.0,50.0,555.0,495.0,55.0,0.950196374718226,0.0004332004173193127,0.7745826244354248,0.039729177951812744,0.10828384757041931
72,sample_000072,samples/sample_000072.npz,24,39,49,61,5,12,15,12,7,50.0,120.0,150.0,120.0,70.0,310.0,545.0,85.0,0.9044379796086117,0.0015192462597042322,0.7017310857772827,0.05540182814002037,0.11151063442230225
73,sample_000073,samples/sample_000073.npz,45,51,0,7,4,10,6,7,6,40.0,100.0,60.0,70.0,60.0,475.0,30.0,70.0,0.960857141891585,0.00016176998906303197,0.3062729239463806,0.011551100760698318,0.03310532495379448
74,sample_000074,samples/sample_000074.npz,12,22,40,53,8,14,10,13,6,80.0,140.0,100.0,130.0,60.0,165.0,460.0,110.0,0.2936956257509941,0.0003534421557560563,0.10404569655656815,0.010560555383563042,0.017440276220440865
75,sample_000075,samples/sample_000075.npz,13,24,34,42,7,11,11,8,4,70.0,110.0,110.0,80.0,40.0,180.0,375.0,90.0,0.7011835364614531,0.0004142348188906908,0.1639825701713562,0.01239290926605463,0.023737121373414993
76,sample_000076,samples/sample_000076.npz,43,52,43,50,7,11,9,7,4,70.0,110.0,90.0,70.0,40.0,470.0,460.0,90.0,0.34369209335569,0.0001086118645616807,0.06134062632918358,0.004248726647347212,0.008561329916119576
77,sample_000077,samples/sample_000077.npz,9,23,40,45,8,14,14,5,6,80.0,140.0,140.0,50.0,60.0,155.0,420.0,110.0,0.5529939983760436,0.0003872013185173273,0.11069215834140778,0.010798592120409012,0.017942631617188454
78,sample_000078,samples/sample_000078.npz,24,35,39,49,4,7,11,10,3,40.0,70.0,110.0,100.0,30.0,290.0,435.0,55.0,0.3314512381757112,0.00013221247354522347,0.13372598588466644,0.006080374121665955,0.01641620695590973
79,sample_000079,samples/sample_000079.npz,4,12,0,4,2,5,8,4,3,20.0,50.0,80.0,40.0,30.0,75.0,15.0,35.0,0.9637463281967422,2.529075209167786e-05,0.31449389457702637,0.004965363536030054,0.02362145483493805
80,sample_000080,samples/sample_000080.npz,34,47,36,44,2,7,13,8,5,20.0,70.0,130.0,80.0,50.0,400.0,395.0,45.0,0.4787336263885227,0.00023537442029919475,0.3911345601081848,0.014223450794816017,0.044803012162446976
81,sample_000081,samples/sample_000081.npz,34,42,7,22,2,5,8,15,3,20.0,50.0,80.0,150.0,30.0,375.0,140.0,35.0,0.5745234338916141,0.00012190077541163191,0.3516024351119995,0.012001256458461285,0.04160328209400177
82,sample_000082,samples/sample_000082.npz,19,23,24,30,8,11,4,6,3,80.0,110.0,40.0,60.0,30.0,205.0,265.0,95.0,0.49145527256784505,6.930571544216946e-05,0.024948833510279655,0.0017678749281913042,0.0033571228850632906
83,sample_000083,samples/sample_000083.npz,2,14,29,39,3,9,12,10,6,30.0,90.0,120.0,100.0,60.0,75.0,335.0,60.0,0.22406604491713944,0.0001435190933989361,0.18081018328666687,0.008462360128760338,0.022950217127799988
84,sample_000084,samples/sample_000084.npz,45,54,44,52,7,9,9,8,2,70.0,90.0,90.0,80.0,20.0,490.0,475.0,80.0,0.6772901445738391,9.95541995507665e-05,0.0803525522351265,0.004873127210885286,0.010768969543278217
85,sample_000085,samples/sample_000085.npz,4,8,37,45,5,11,4,8,6,50.0,110.0,40.0,80.0,60.0,55.0,405.0,80.0,0.9953341064435577,0.00018093915423378348,0.19267027080059052,0.009185751900076866,0.022602804005146027
86,sample_000086,samples/sample_000086.npz,45,49,3,10,4,11,4,7,7,40.0,110.0,40.0,70.0,70.0,465.0,60.0,75.0,0.9456680134255657,0.00014641668531112373,0.2277006357908249,0.009011773392558098,0.02420044131577015
87,sample_000087,samples/sample_000087.npz,9,25,24,33,2,4,16,9,2,20.0,40.0,160.0,90.0,20.0,165.0,280.0,30.0,0.8278355245381428,0.0001400801120325923,0.3955526351928711,0.01408786978572607,0.04979146271944046
88,sample_000088,samples/sample_000088.npz,5,21,17,33,2,7,16,16,5,20.0,70.0,160.0,160.0,50.0,125.0,245.0,45.0,0.872033054049786,0.0007884036749601364,1.0238852500915527,0.0625821128487587,0.16478301584720612
89,sample_000089,samples/sample_000089.npz,25,40,3,10,3,5,15,7,2,30.0,50.0,150.0,70.0,20.0,320.0,60.0,40.0,0.32708311713986654,4.013356374343857e-05,0.1084960326552391,0.0038299213629215956,0.012804562225937843
90,sample_000090,samples/sample_000090.npz,32,36,43,48,7,9,4,5,2,70.0,90.0,40.0,50.0,20.0,335.0,450.0,80.0,0.3374063972261927,2.2452084522228688e-05,0.013144530355930328,0.0006997495656833053,0.001562875579111278
91,sample_000091,samples/sample_000091.npz,32,38,46,60,8,13,6,14,5,80.0,130.0,60.0,140.0,50.0,345.0,525.0,105.0,0.314051292974615,0.00021766706777270883,0.06643277406692505,0.006094952579587698,0.010673818178474903
92,sample_000092,samples/sample_000092.npz,9,25,23,28,8,16,16,5,8,80.0,160.0,160.0,50.0,80.0,165.0,250.0,120.0,0.3527865265552321,0.00046762198326177895,0.09173300117254257,0.010312879458069801,0.01564866118133068
93,sample_000093,samples/sample_000093.npz,52,57,44,52,2,4,5,8,2,20.0,40.0,50.0,80.0,20.0,540.0,475.0,30.0,0.7512071158293232,2.0349332771729678e-05,0.21804477274417877,0.0034820574801415205,0.01668587699532509
94,sample_000094,samples/sample_000094.npz,15,25,38,46,4,9,10,8,5,40.0,90.0,100.0,80.0,50.0,195.0,415.0,65.0,0.22300732516634592,0.00010219583782600239,0.10322016477584839,0.004801156930625439,0.012215038761496544
95,sample_000095,samples/sample_000095.npz,25,31,48,59,3,8,6,11,5,30.0,80.0,60.0,110.0,50.0,275.0,530.0,55.0,0.4337700634644878,0.00012108097871532664,0.2160525619983673,0.007744800765067339,0.02322527766227722
96,sample_000096,samples/sample_000096.npz,52,61,33,47,3,10,9,14,7,30.0,100.0,90.0,140.0,70.0,560.0,395.0,65.0,0.30725299857992516,0.0002246551593998447,0.2691423296928406,0.013906481675803661,0.03583509102463722
97,sample_000097,samples/sample_000097.npz,13,18,28,39,7,10,5,11,3,70.0,100.0,50.0,110.0,30.0,150.0,330.0,85.0,0.38162406129919557,0.000101673103927169,0.047624703496694565,0.0031862908508628607,0.006528913509100676
98,sample_000098,samples/sample_000098.npz,12,26,32,42,7,14,14,10,7,70.0,140.0,140.0,100.0,70.0,185.0,365.0,105.0,0.5784619057172555,0.0011514266952872276,0.2764545679092407,0.027324087917804718,0.04511665925383568
99,sample_000099,samples/sample_000099.npz,7,11,12,16,4,7,4,4,3,40.0,70.0,40.0,40.0,30.0,85.0,135.0,55.0,0.8294001997182849,2.3122956918086857e-05,0.08229729533195496,0.002103193663060665,0.007046323269605637
100,sample_000100,samples/sample_000100.npz,7,11,30,43,2,7,4,13,5,20.0,70.0,40.0,130.0,50.0,85.0,360.0,45.0,0.8666723554680504,0.0001468661503167823,0.43813419342041016,0.012521861121058464,0.04332906752824783
101,sample_000101,samples/sample_000101.npz,8,16,51,64,5,8,8,13,3,50.0,80.0,80.0,130.0,30.0,115.0,570.0,65.0,0.4764147715662276,9.17095021577552e-05,0.1472640037536621,0.007322308607399464,0.019405504688620567
102,sample_000102,samples/sample_000102.npz,41,51,12,23,4,9,10,11,5,40.0,90.0,100.0,110.0,50.0,455.0,170.0,65.0,0.5703672773877432,0.00029955600621178746,0.32336828112602234,0.016667764633893967,0.041492823511362076
103,sample_000103,samples/sample_000103.npz,46,60,21,28,6,10,14,7,4,60.0,100.0,140.0,70.0,40.0,525.0,240.0,80.0,0.9970838266696098,0.0004478860355447978,0.29165521264076233,0.019484201446175575,0.04180030897259712
104,sample_000104,samples/sample_000104.npz,21,31,41,55,2,5,10,14,3,20.0,50.0,100.0,140.0,30.0,255.0,475.0,35.0,0.29018999468979223,7.53215717850253e-05,0.19380928575992584,0.007092106156051159,0.02396944724023342
105,sample_000105,samples/sample_000105.npz,15,28,30,43,3,6,13,13,3,30.0,60.0,130.0,130.0,30.0,210.0,360.0,45.0,0.3438520567611396,0.00017272518016397953,0.20600174367427826,0.009955568239092827,0.028073715046048164
106,sample_000106,samples/sample_000106.npz,30,41,23,30,7,9,11,7,2,70.0,90.0,110.0,70.0,20.0,350.0,260.0,80.0,0.6076186970277863,0.00019682178390212357,0.0744275152683258,0.004909570794552565,0.010132995434105396
107,sample_000107,samples/sample_000107.npz,53,60,49,63,7,10,7,14,3,70.0,100.0,70.0,140.0,30.0,560.0,555.0,85.0,0.2618071885553499,5.770249481429346e-05,0.0518588162958622,0.003436119994148612,0.007784023880958557
108,sample_000108,samples/sample_000108.npz,34,50,50,62,5,7,16,12,2,50.0,70.0,160.0,120.0,20.0,415.0,555.0,60.0,0.6914738976110106,0.00019869040988851339,0.22300460934638977,0.013819687999784946,0.033667273819446564
109,sample_000109,samples/sample_000109.npz,28,38,27,34,4,9,10,7,5,40.0,90.0,100.0,70.0,50.0,325.0,300.0,65.0,0.5369377491873798,0.00040497450390830636,0.2240285873413086,0.010280712507665157,0.025955965742468834
110,sample_000110,samples/sample_000110.npz,10,17,24,30,2,7,7,6,5,20.0,70.0,70.0,60.0,50.0,130.0,265.0,45.0,0.4635946621396003,7.237913087010384e-05,0.24214915931224823,0.005491087678819895,0.02039167284965515
111,sample_000111,samples/sample_000111.npz,34,38,21,29,5,13,4,8,8,50.0,130.0,40.0,80.0,80.0,355.0,245.0,90.0,0.753745409757403,0.0004208564350847155,0.16694959998130798,0.009856073185801506,0.02022589184343815
112,sample_000112,samples/sample_000112.npz,2,15,23,28,8,13,13,5,5,80.0,130.0,130.0,50.0,50.0,80.0,250.0,105.0,0.5648137652792543,0.00025841675233095884,0.09522973001003265,0.00826865155249834,0.015085098333656788
113,sample_000113,samples/sample_000113.npz,53,63,18,28,5,9,10,10,4,50.0,90.0,100.0,100.0,40.0,575.0,225.0,70.0,0.5933520521682216,0.00019826821517199278,0.22579079866409302,0.011763330549001694,0.029493363574147224
114,sample_000114,samples/sample_000114.npz,49,64,29,45,8,10,15,16,2,80.0,100.0,150.0,160.0,20.0,560.0,365.0,90.0,0.6724820537541432,0.00039594832924194634,0.1580159068107605,0.015076535753905773,0.028004208579659462
115,sample_000115,samples/sample_000115.npz,46,58,47,61,4,6,12,14,2,40.0,60.0,120.0,140.0,20.0,515.0,535.0,50.0,0.735970250652668,0.00012884344323538244,0.2667333781719208,0.013201907277107239,0.03701227903366089
116,sample_000116,samples/sample_000116.npz,49,54,21,34,7,13,5,13,6,70.0,130.0,50.0,130.0,60.0,510.0,270.0,100.0,0.4886402766409633,0.00030217369203455746,0.10945853590965271,0.009071341715753078,0.016597291454672813
