sample_index,relative_path,body_name,x_start,x_end,y_start,y_end,z_start,z_end,width_x,width_y,thickness_z,top_depth_index,bottom_depth_index,center_x_index,center_y_index,center_z_index,top_depth_m,bottom_depth_m,center_depth_m,width_x_m,width_y_m,thickness_z_m,center_x_m,center_y_m,density_contrast,nonzero_density_cells,gravity_minimum_mgal,gravity_maximum_mgal,gravity_mean_mgal,gravity_std_mgal
993,samples/sample_000993.npz,rectangular_body_000993,16,32,41,47,14,21,16,6,7,14,20,23.5,43.5,17.0,140.0,210.0,175.0,160.0,60.0,70.0,235.0,435.0,0.9587634215723835,672,0.003422948720479341,0.11698250195241021,0.029007505107281575,0.021184507633299824
429,samples/sample_000429.npz,rectangular_body_000429,29,45,17,31,4,9,16,14,5,4,8,36.5,23.5,6.0,40.0,90.0,65.0,160.0,140.0,50.0,365.0,235.0,0.9384024551434884,1120,0.003366250745895755,0.6679861294144748,0.07387653666613349,0.09291296393945225
565,samples/sample_000565.npz,rectangular_body_000565,42,54,7,21,15,19,12,14,4,15,18,47.5,13.5,16.5,150.0,190.0,170.0,120.0,140.0,40.0,475.0,135.0,0.3253709882536769,672,0.0007434984822624439,0.04019091931380987,0.008574956117634456,0.00783511008714307
856,samples/sample_000856.npz,rectangular_body_000856,2,16,40,54,14,20,14,14,6,14,19,8.5,46.5,16.5,140.0,200.0,170.0,140.0,140.0,60.0,85.0,465.0,0.9639892290892973,1176,0.0034107923036903434,0.2071346000784337,0.04075225289237308,0.04005728592972583
850,samples/sample_000850.npz,rectangular_body_000850,40,45,42,48,3,6,5,6,3,3,5,42.0,44.5,4.0,30.0,60.0,45.0,50.0,60.0,30.0,420.0,445.0,0.7408868250907474,90,0.00010571426660271505,0.12293267107747362,0.004881840783021438,0.009241539764399027
469,samples/sample_000469.npz,rectangular_body_000469,23,35,25,39,14,22,12,14,8,14,21,28.5,31.5,17.5,140.0,220.0,180.0,120.0,140.0,80.0,285.0,315.0,0.3256019665527752,1344,0.00437383883480379,0.07492590706449714,0.02078188734234697,0.012668201308625187
726,samples/sample_000726.npz,rectangular_body_000726,30,42,41,46,11,18,12,5,7,11,17,35.5,43.0,14.0,110.0,180.0,145.0,120.0,50.0,70.0,355.0,430.0,0.7374766686711276,420,0.0016543706455706812,0.0826005824224505,0.01599512164530721,0.013315536795674932
677,samples/sample_000677.npz,rectangular_body_000677,36,50,8,20,16,18,14,12,2,16,17,42.5,13.5,16.5,160.0,180.0,170.0,140.0,120.0,20.0,425.0,135.0,0.23668703147470993,336,0.00031159497805214426,0.014515818647739927,0.0032916961166941333,0.002789795511977243
622,samples/sample_000622.npz,rectangular_body_000622,17,27,36,48,15,20,10,12,5,15,19,21.5,41.5,17.0,150.0,200.0,175.0,100.0,120.0,50.0,215.0,415.0,0.7808863344386516,600,0.002501551655393045,0.08506110275243373,0.021159360360705357,0.01536280544129567
91,samples/sample_000091.npz,rectangular_body_000091,32,38,44,58,15,20,6,14,5,15,19,34.5,50.5,17.0,150.0,200.0,175.0,60.0,140.0,50.0,345.0,505.0,0.314051292974615,420,0.0006309559561844026,0.024067129609936334,0.005509051865127706,0.004446400054331002
78,samples/sample_000078.npz,rectangular_body_000078,24,35,38,48,8,11,11,10,3,8,10,29.0,42.5,9.0,80.0,110.0,95.0,110.0,100.0,30.0,290.0,425.0,0.3314512381757112,330,0.000454914878607696,0.05383561863155096,0.006831005834466509,0.007441969947512545
523,samples/sample_000523.npz,rectangular_body_000523,13,17,26,35,2,5,4,9,3,2,4,14.5,30.0,3.0,20.0,50.0,35.0,40.0,90.0,30.0,145.0,300.0,0.3735156890767337,108,5.957749055097048e-05,0.09025209650787248,0.003036788872225478,0.006421094672295922
243,samples/sample_000243.npz,rectangular_body_000243,38,49,31,44,3,8,11,13,5,3,7,43.0,37.0,5.0,30.0,80.0,55.0,110.0,130.0,50.0,430.0,370.0,0.560567956533323,715,0.0009456825383458711,0.3697663697844097,0.028821297067771284,0.04295398368776069
102,samples/sample_000102.npz,rectangular_body_000102,40,50,13,24,6,11,10,11,5,6,10,44.5,18.0,8.0,60.0,110.0,85.0,100.0,110.0,50.0,445.0,180.0,0.5703672773877432,550,0.0007642159032083558,0.18586571538581048,0.019074316185085514,0.024671693627741405
396,samples/sample_000396.npz,rectangular_body_000396,8,23,37,48,5,12,15,11,7,5,11,15.0,42.0,8.0,50.0,120.0,85.0,150.0,110.0,70.0,150.0,420.0,0.6643696271346302,1155,0.00183499156677364,0.4160917942963883,0.045793790353692694,0.058993842697891034
125,samples/sample_000125.npz,rectangular_body_000125,9,15,14,30,15,21,6,16,6,15,20,11.5,21.5,17.5,150.0,210.0,180.0,60.0,160.0,60.0,115.0,215.0,0.43709402633248157,576,0.0009837030875810768,0.04317100386350638,0.009824127422068984,0.008326529862080018
90,samples/sample_000090.npz,rectangular_body_000090,31,35,42,47,13,15,4,5,2,13,14,32.5,44.0,13.5,130.0,150.0,140.0,40.0,50.0,20.0,325.0,440.0,0.3374063972261927,40,7.413886187991793e-05,0.003922401946573616,0.000707555783471425,0.0006140575195891883
145,samples/sample_000145.npz,rectangular_body_000145,24,34,5,20,12,20,10,15,8,12,19,28.5,12.0,15.5,120.0,200.0,160.0,100.0,150.0,80.0,285.0,120.0,0.9181605701253936,1200,0.004847833099899477,0.233011844315348,0.04817757924399788,0.042000354746849565
945,samples/sample_000945.npz,rectangular_body_000945,16,21,17,21,7,15,5,4,8,7,14,18.0,18.5,10.5,70.0,150.0,110.0,50.0,40.0,80.0,180.0,185.0,0.8919004693052588,160,0.00042577660872356114,0.07087387326515453,0.007919656754968044,0.009287995198155137
445,samples/sample_000445.npz,rectangular_body_000445,12,16,43,50,8,14,4,7,6,8,13,13.5,46.0,10.5,80.0,140.0,110.0,40.0,70.0,60.0,135.0,460.0,0.7246848909783559,168,0.00030131092444580794,0.056372721453682426,0.0062812448702141595,0.007875720589456861
7,samples/sample_000007.npz,rectangular_body_000007,45,59,37,51,15,20,14,14,5,15,19,51.5,43.5,17.0,150.0,200.0,175.0,140.0,140.0,50.0,515.0,435.0,0.9073043414323758,980,0.00324968134818425,0.15380539479519378,0.03453557709782322,0.030122151320429495
273,samples/sample_000273.npz,rectangular_body_000273,35,48,15,23,3,5,13,8,2,3,4,41.0,18.5,3.5,30.0,50.0,40.0,130.0,80.0,20.0,410.0,185.0,0.6010788186192544,208,0.00018829829387019746,0.16689183799796528,0.009332230280766332,0.01667074839155557
237,samples/sample_000237.npz,rectangular_body_000237,18,32,48,58,11,14,14,10,3,11,13,24.5,52.5,12.0,110.0,140.0,125.0,140.0,100.0,30.0,245.0,525.0,0.24987819290877306,420,0.0003244496708025967,0.03228976217936049,0.005023225993226167,0.00541288292388328
742,samples/sample_000742.npz,rectangular_body_000742,7,20,18,25,9,11,13,7,2,9,10,13.0,21.0,9.5,90.0,110.0,100.0,130.0,70.0,20.0,130.0,210.0,0.47952902908173095,182,0.0002227444983425169,0.03984157170712084,0.004756175627124707,0.005841009218618977
527,samples/sample_000527.npz,rectangular_body_000527,47,62,20,36,11,14,15,16,3,11,13,54.0,27.5,12.0,110.0,140.0,125.0,150.0,160.0,30.0,540.0,275.0,0.7190546973564536,720,0.0016494975135947828,0.14479436547941424,0.02394905183816722,0.0253948651653929
520,samples/sample_000520.npz,rectangular_body_000520,10,26,25,38,16,19,16,13,3,16,18,17.5,31.0,17.0,160.0,190.0,175.0,160.0,130.0,30.0,175.0,310.0,0.3056079098195601,624,0.001193101604187884,0.03240661592999125,0.008528562246357535,0.005996785185585757
474,samples/sample_000474.npz,rectangular_body_000474,47,62,34,40,10,17,15,6,7,10,16,54.0,36.5,13.0,100.0,170.0,135.0,150.0,60.0,70.0,540.0,365.0,0.9103422504531367,630,0.001883702488103902,0.16528062885624825,0.025706080104884982,0.027331043625866632
141,samples/sample_000141.npz,rectangular_body_000141,8,13,31,39,6,13,5,8,7,6,12,10.0,34.5,9.0,60.0,130.0,95.0,50.0,80.0,70.0,100.0,345.0,0.6920079636727972,280,0.0005143028442152861,0.11671769548152144,0.010608630427549698,0.014437518736264076
17,samples/sample_000017.npz,rectangular_body_000017,50,57,15,25,6,13,7,10,7,6,12,53.0,19.5,9.0,60.0,130.0,95.0,70.0,100.0,70.0,530.0,195.0,0.455060168177182,490,0.00046850375705208893,0.12534872268811323,0.011723078518110915,0.01648357903224516
684,samples/sample_000684.npz,rectangular_body_000684,48,53,42,52,9,13,5,10,4,9,12,50.0,46.5,10.5,90.0,130.0,110.0,50.0,100.0,40.0,500.0,465.0,0.23200087146750842,200,0.00011180569392802532,0.019843003906839997,0.0023501928981571507,0.00293162311879304
612,samples/sample_000612.npz,rectangular_body_000612,33,48,43,56,2,8,15,13,6,2,7,40.0,49.0,4.5,20.0,80.0,50.0,150.0,130.0,60.0,400.0,490.0,0.9286193600795973,1170,0.0017192093390398643,0.9495671422487975,0.07482542050155097,0.12103950022641873
490,samples/sample_000490.npz,rectangular_body_000490,33,45,52,60,7,12,12,8,5,7,11,38.5,55.5,9.0,70.0,120.0,95.0,120.0,80.0,50.0,385.0,555.0,0.993257167571491,480,0.0010498236361252862,0.24285061615205705,0.02403618320314315,0.03350849513614381
321,samples/sample_000321.npz,rectangular_body_000321,31,43,43,54,10,18,12,11,8,10,17,36.5,48.0,13.5,100.0,180.0,140.0,120.0,110.0,80.0,365.0,480.0,0.9891184220909932,1056,0.004379822227417844,0.28506890482277164,0.05169674013045142,0.047703064435902984
99,samples/sample_000099.npz,rectangular_body_000099,8,12,13,17,8,11,4,4,3,8,10,9.5,14.5,9.0,80.0,110.0,95.0,40.0,40.0,30.0,95.0,145.0,0.8294001997182849,48,7.17923987542073e-05,0.02353803407458052,0.001969961460560055,0.0029938005576752883
37,samples/sample_000037.npz,rectangular_body_000037,31,39,25,33,16,19,8,8,3,16,18,34.5,28.5,17.0,160.0,190.0,175.0,80.0,80.0,30.0,345.0,285.0,0.7490368234415601,192,0.0012566311486047765,0.026890484382350643,0.006953178719670585,0.004462782881129965
902,samples/sample_000902.npz,rectangular_body_000902,4,15,48,61,12,14,11,13,2,12,13,9.0,54.0,12.5,120.0,140.0,130.0,110.0,130.0,20.0,90.0,540.0,0.2392892315964706,286,0.00013769423555789448,0.01980883835834127,0.0025458074381603064,0.0033614589835149846
264,samples/sample_000264.npz,rectangular_body_000264,22,34,23,37,2,7,12,14,5,2,6,27.5,29.5,4.0,20.0,70.0,45.0,120.0,140.0,50.0,275.0,295.0,0.5834445476172143,840,0.0015510705999539512,0.4967277035017542,0.03762220979664867,0.05784833263282895
608,samples/sample_000608.npz,rectangular_body_000608,18,32,46,59,2,7,14,13,5,2,6,24.5,52.0,4.0,20.0,70.0,45.0,140.0,130.0,50.0,245.0,520.0,0.6054941159424501,910,0.0007482535141463783,0.5364460358372658,0.037212579097273865,0.06569990707981774
79,samples/sample_000079.npz,rectangular_body_000079,6,14,2,6,3,6,8,4,3,3,5,9.5,3.5,4.0,30.0,60.0,45.0,80.0,40.0,30.0,95.0,35.0,0.9637463281967422,96,6.588692425357297e-05,0.16048057640723126,0.0044184938138978344,0.012052120864210283
122,samples/sample_000122.npz,rectangular_body_000122,45,51,31,44,14,22,6,13,8,14,21,47.5,37.0,17.5,140.0,220.0,180.0,60.0,130.0,80.0,475.0,370.0,0.9981855270204449,624,0.0031386056487317385,0.11172553438711201,0.02673000159532134,0.020382761080651426
471,samples/sample_000471.npz,rectangular_body_000471,39,47,32,48,5,8,8,16,3,5,7,42.5,39.5,6.0,50.0,80.0,65.0,80.0,160.0,30.0,425.0,395.0,0.6847876333625573,384,0.0006667663754791744,0.19400495683679014,0.01809624107253046,0.024494565574707538
548,samples/sample_000548.npz,rectangular_body_000548,45,50,3,11,9,14,5,8,5,9,13,47.0,6.5,11.0,90.0,140.0,115.0,50.0,80.0,50.0,470.0,65.0,0.20031821571278732,200,8.075682527490923e-05,0.016512471324298134,0.0017002781812587757,0.00237077909637754
261,samples/sample_000261.npz,rectangular_body_000261,7,15,17,30,14,19,8,13,5,14,18,10.5,23.0,16.0,140.0,190.0,165.0,80.0,130.0,50.0,105.0,230.0,0.5767499382975229,520,0.0011048934259913097,0.06069566016405133,0.012263948069809159,0.011188234722280126
359,samples/sample_000359.npz,rectangular_body_000359,31,37,19,24,14,21,6,5,7,14,20,33.5,21.0,17.0,140.0,210.0,175.0,60.0,50.0,70.0,335.0,210.0,0.8424756691068065,210,0.0011877099953186026,0.03487825910768931,0.00829936086754233,0.0058697708604135345
640,samples/sample_000640.npz,rectangular_body_000640,15,27,10,24,6,10,12,14,4,6,9,20.5,16.5,7.5,60.0,100.0,80.0,120.0,140.0,40.0,205.0,165.0,0.8922297771099654,672,0.0014168921720655108,0.33639896094117594,0.037001408230296046,0.04764425267935089
362,samples/sample_000362.npz,rectangular_body_000362,13,21,37,52,5,12,8,15,7,5,11,16.5,44.0,8.0,50.0,120.0,85.0,80.0,150.0,70.0,165.0,440.0,0.49735349311795063,840,0.0009839965669062507,0.2412878673665108,0.025134532118705772,0.03277623845460633
987,samples/sample_000987.npz,rectangular_body_000987,25,29,30,41,14,19,4,11,5,14,18,26.5,35.0,16.0,140.0,190.0,165.0,40.0,110.0,50.0,265.0,350.0,0.41387426790984166,220,0.0006965205889367259,0.019122285415112864,0.00453828065729539,0.0031337824459361672
11,samples/sample_000011.npz,rectangular_body_000011,55,60,9,21,7,15,5,12,8,7,14,57.0,14.5,10.5,70.0,150.0,110.0,50.0,120.0,80.0,570.0,145.0,0.8188030068467509,480,0.0007225540904016834,0.17359239127592355,0.016480581299675938,0.024392140341712793
779,samples/sample_000779.npz,rectangular_body_000779,6,22,34,48,13,20,16,14,7,13,19,13.5,40.5,16.0,130.0,200.0,165.0,160.0,140.0,70.0,135.0,405.0,0.42504932626724656,1568,0.002706857429613036,0.12629944301041507,0.02848698481660515,0.024018961457715014
915,samples/sample_000915.npz,rectangular_body_000915,6,19,9,21,15,21,13,12,6,15,20,12.0,14.5,17.5,150.0,210.0,180.0,130.0,120.0,60.0,120.0,145.0,0.5256862449745667,936,0.0016220015625358969,0.0837341592006782,0.0179136655222729,0.016512317344370555
522,samples/sample_000522.npz,rectangular_body_000522,40,54,46,55,16,24,14,9,8,16,23,46.5,50.0,19.5,160.0,240.0,200.0,140.0,90.0,80.0,465.0,500.0,0.700062267631653,1008,0.002722729979282258,0.10212156455857806,0.025068265694151517,0.020496726105745464
628,samples/sample_000628.npz,rectangular_body_000628,10,15,25,36,2,9,5,11,7,2,8,12.0,30.0,5.0,20.0,90.0,55.0,50.0,110.0,70.0,120.0,300.0,0.7641038552117401,385,0.0005588505870426024,0.3884700627387746,0.01981127371195686,0.03516716345422606
84,samples/sample_000084.npz,rectangular_body_000084,44,53,43,51,13,15,9,8,2,13,14,48.0,46.5,13.5,130.0,150.0,140.0,90.0,80.0,20.0,480.0,465.0,0.6772901445738391,144,0.00030523584536419575,0.02684407062210245,0.004489967743560112,0.004602119817378235
532,samples/sample_000532.npz,rectangular_body_000532,12,19,22,38,10,16,7,16,6,10,15,15.0,29.5,12.5,100.0,160.0,130.0,70.0,160.0,60.0,150.0,295.0,0.3273979011607977,672,0.0009471882900025017,0.0652075360407316,0.011374667271831743,0.010766675031355295
977,samples/sample_000977.npz,rectangular_body_000977,3,15,37,53,3,6,12,16,3,3,5,8.5,44.5,4.0,30.0,60.0,45.0,120.0,160.0,30.0,85.0,445.0,0.813360580789096,576,0.0004953355244846208,0.4283168728942566,0.029126717853036957,0.0544770321457446
896,samples/sample_000896.npz,rectangular_body_000896,13,24,8,16,15,21,11,8,6,15,20,18.0,11.5,17.5,150.0,210.0,180.0,110.0,80.0,60.0,180.0,115.0,0.42852718082060753,528,0.0008044391101517767,0.04014589097289657,0.008581909074888528,0.007685742571282424
366,samples/sample_000366.npz,rectangular_body_000366,23,38,54,60,5,12,15,6,7,5,11,30.0,56.5,8.0,50.0,120.0,85.0,150.0,60.0,70.0,300.0,565.0,0.8759416352854703,630,0.0012100539656055894,0.33045821685877985,0.028585513282566803,0.04283229566027175
411,samples/sample_000411.npz,rectangular_body_000411,25,37,4,8,2,6,12,4,4,2,5,30.5,5.5,3.5,20.0,60.0,40.0,120.0,40.0,40.0,305.0,55.0,0.37354739383965285,192,8.23627297958243e-05,0.12143543075746403,0.004408453453061295,0.010086395613488362
496,samples/sample_000496.npz,rectangular_body_000496,10,23,24,29,6,9,13,5,3,6,8,16.0,26.0,7.0,60.0,90.0,75.0,130.0,50.0,30.0,160.0,260.0,0.27945419759864243,195,0.00014171893290964294,0.03922921150269017,0.003507315564037149,0.00476084977726121
36,samples/sample_000036.npz,rectangular_body_000036,43,59,39,50,10,15,16,11,5,10,14,50.5,44.0,12.0,100.0,150.0,125.0,160.0,110.0,50.0,505.0,440.0,0.3513652492027719,880,0.0008847717315520465,0.09254886195511768,0.014764458062394674,0.015965016956195816
107,samples/sample_000107.npz,rectangular_body_000107,51,58,47,61,13,16,7,14,3,13,15,54.0,53.5,14.0,130.0,160.0,145.0,70.0,140.0,30.0,540.0,535.0,0.2618071885553499,294,0.0001715513151691225,0.019140764988844317,0.0027412546324763177,0.003369123900309293
700,samples/sample_000700.npz,rectangular_body_000700,9,23,44,52,16,18,14,8,2,16,17,15.5,47.5,16.5,160.0,180.0,170.0,140.0,80.0,20.0,155.0,475.0,0.22939794559676746,224,0.00018502102931792805,0.009640212966879553,0.0020816863882364743,0.0018503906339368838
974,samples/sample_000974.npz,rectangular_body_000974,35,39,18,32,16,20,4,14,4,16,19,36.5,24.5,17.5,160.0,200.0,180.0,40.0,140.0,40.0,365.0,245.0,0.5005034222154676,224,0.000801445261205923,0.01948445080816209,0.0052070406848457335,0.003372044250512329
57,samples/sample_000057.npz,rectangular_body_000057,24,36,5,12,13,16,12,7,3,13,15,29.5,8.0,14.0,130.0,160.0,145.0,120.0,70.0,30.0,295.0,80.0,0.5594899990243611,252,0.0005035075875970069,0.03587406132938557,0.005999688443266621,0.0061215877551370245
511,samples/sample_000511.npz,rectangular_body_000511,21,25,37,41,16,22,4,4,6,16,21,22.5,38.5,18.5,160.0,220.0,190.0,40.0,40.0,60.0,225.0,385.0,0.9959708295933525,96,0.0006090412818569,0.016109602360333354,0.004225538597852467,0.002809022987540859
39,samples/sample_000039.npz,rectangular_body_000039,38,42,26,34,6,10,4,8,4,6,9,39.5,29.5,7.5,60.0,100.0,80.0,40.0,80.0,40.0,395.0,295.0,0.6625174941681033,128,0.00035119981099668816,0.06434839036400646,0.005716040172185457,0.007160997863339756
332,samples/sample_000332.npz,rectangular_body_000332,10,14,13,21,7,11,4,8,4,7,10,11.5,16.5,8.5,70.0,110.0,90.0,40.0,80.0,40.0,115.0,165.0,0.42347174857659864,128,0.0001050935725719589,0.033826224942287264,0.0029247145831984094,0.004265884745055961
956,samples/sample_000956.npz,rectangular_body_000956,38,47,27,39,3,7,9,12,4,3,6,42.0,32.5,4.5,30.0,70.0,50.0,90.0,120.0,40.0,420.0,325.0,0.8979767628774495,432,0.0010280813702036862,0.4336180654511307,0.028762756598062728,0.04531879938800689
542,samples/sample_000542.npz,rectangular_body_000542,22,33,20,31,9,11,11,11,2,9,10,27.0,25.0,9.5,90.0,110.0,100.0,110.0,110.0,20.0,270.0,250.0,0.7388505428755143,242,0.0008697548146555898,0.07978906784349285,0.011173291429131248,0.01130460747118484
168,samples/sample_000168.npz,rectangular_body_000168,24,34,35,46,16,21,10,11,5,16,20,28.5,40.0,18.0,160.0,210.0,185.0,100.0,110.0,50.0,285.0,400.0,0.35402484683168595,550,0.001430626883938622,0.0322902972016551,0.008857857559913897,0.0056333447742541965
138,samples/sample_000138.npz,rectangular_body_000138,24,36,23,34,5,9,12,11,4,5,8,29.5,28.0,6.5,50.0,90.0,70.0,120.0,110.0,40.0,295.0,280.0,0.3395653771192027,528,0.0008222695961622778,0.1286850212132701,0.012633962026357214,0.01580191468615567
48,samples/sample_000048.npz,rectangular_body_000048,38,50,14,18,8,11,12,4,3,8,10,43.5,15.5,9.0,80.0,110.0,95.0,120.0,40.0,30.0,435.0,155.0,0.33976363172654256,144,0.0001239281739052527,0.025527081867554008,0.002808745981318944,0.0035106311612829273
346,samples/sample_000346.npz,rectangular_body_000346,37,43,13,22,11,14,6,9,3,11,13,39.5,17.0,12.0,110.0,140.0,125.0,60.0,90.0,30.0,395.0,170.0,0.3052611858997152,162,0.0001867139251865525,0.01691843101644742,0.0026300132568407696,0.002615907347638959
20,samples/sample_000020.npz,rectangular_body_000020,25,38,19,27,6,11,13,8,5,6,10,31.0,22.5,8.0,60.0,110.0,85.0,130.0,80.0,50.0,310.0,225.0,0.527739747723183,520,0.0012139080891815889,0.1612427975018807,0.018044350207133027,0.020844618137810793
680,samples/sample_000680.npz,rectangular_body_000680,45,55,28,36,9,15,10,8,6,9,14,49.5,31.5,11.5,90.0,150.0,120.0,100.0,80.0,60.0,495.0,315.0,0.3065040468621786,480,0.0005911194574510948,0.0539102444988587,0.00775634713727681,0.0081947194963665
340,samples/sample_000340.npz,rectangular_body_000340,39,55,52,62,12,15,16,10,3,12,14,46.5,56.5,13.0,120.0,150.0,135.0,160.0,100.0,30.0,465.0,565.0,0.5620909171750054,480,0.0006343505589441112,0.0714815064374398,0.010480034839209408,0.012485705437802315
926,samples/sample_000926.npz,rectangular_body_000926,13,27,4,15,9,13,14,11,4,9,12,19.5,9.0,10.5,90.0,130.0,110.0,140.0,110.0,40.0,195.0,90.0,0.5054183348891013,616,0.0007217855407055315,0.11581639241712596,0.014801122931060028,0.018529640671401608
485,samples/sample_000485.npz,rectangular_body_000485,38,54,42,58,10,14,16,16,4,10,13,45.5,49.5,11.5,100.0,140.0,120.0,160.0,160.0,40.0,455.0,495.0,0.957242072042549,1024,0.0026957838402787582,0.287006681951952,0.04757234293914102,0.05146823583748278
689,samples/sample_000689.npz,rectangular_body_000689,6,11,53,61,15,18,5,8,3,15,17,8.0,56.5,16.0,150.0,180.0,165.0,50.0,80.0,30.0,80.0,565.0,0.5230594024161972,120,0.00013932003874231352,0.013270090338416703,0.001895740608977728,0.002303341419625362
170,samples/sample_000170.npz,rectangular_body_000170,56,61,7,17,15,19,5,10,4,15,18,58.0,11.5,16.5,150.0,190.0,170.0,50.0,100.0,40.0,580.0,115.0,0.8953011708452796,200,0.00042672643556696866,0.03554607807091027,0.005480476472965644,0.0062987086381984135
859,samples/sample_000859.npz,rectangular_body_000859,44,57,56,61,11,18,13,5,7,11,17,50.0,58.0,14.0,110.0,180.0,145.0,130.0,50.0,70.0,500.0,580.0,0.6925826987346471,455,0.0006842645546609959,0.08312724376217367,0.010826022249062418,0.013702187723702365
159,samples/sample_000159.npz,rectangular_body_000159,41,57,38,43,8,14,16,5,6,8,13,48.5,40.0,10.5,80.0,140.0,110.0,160.0,50.0,60.0,485.0,400.0,0.32050570099526765,480,0.0004754122048785607,0.060553310577028195,0.008327433289496219,0.009261902825920454
319,samples/sample_000319.npz,rectangular_body_000319,53,57,40,46,14,21,4,6,7,14,20,54.5,42.5,17.0,140.0,210.0,175.0,40.0,60.0,70.0,545.0,425.0,0.514789448191705,168,0.00029088313785021597,0.017089486700295375,0.003230371648077951,0.0030913019357062927
223,samples/sample_000223.npz,rectangular_body_000223,48,56,43,54,10,13,8,11,3,10,12,51.5,48.0,11.0,100.0,130.0,115.0,80.0,110.0,30.0,515.0,480.0,0.2458987870638194,264,0.0001488947741159889,0.024431459571190688,0.003061984812831179,0.0038478194746720856
